PRODUTO_ID,NCM,EAN,DESCRICAO,APRESENTACAO,QUANTIDADE,TOTAL_BRUTO,TOTAL_LIQUIDO,PROD_SALDO,VALOR_ULT_COMPRA,,SOMA TOTAL,Produtos A,Produtos B,Produtos C
7462,30043999,7896710000000,CORTICORTEN (PREDNISONA) 20 MG.C/20,PREDNISONA N.Q.20 MG.C/20 COMPR,69,1454.430052,743.7400227,15,5.78000021,,,,,
16399,30049037,7899100000000,POLTAX,50mg cx 20 comp rev,90,1453.499966,726.2999725,44,2.825400114,,,,,
19903,30049069,7899100000000,OMENAX,20mg cx 56 cap,46,1439.559994,719.56001,7,5.742000103,,,,,
20670,30049029,7899550000000,IBUPROFENO 600MG ,600mg cx 280 comp rev emb frac,5,1419.019989,709.5099945,4,89.44000244,,,,,
11250,30049099,7894920000000,TORAGESIC 10 MG C/10,10 MG C/10,39,1406.459988,1114.470005,6,27.93000031,,,,,
16159,30049079,7897600000000,CITRATO DE SILDENAFILA 50MG,4 COMPRIMIDOS,48,1404.599991,888.6699924,11,5.409999847,,,,,
17020,30066000,7896090000000,SIBLIMA,"0,015mg + 0,060mg comp 72",17,1381.400032,1105.150032,-1,57.02000046,,,,,
15047,30039099,7896860000000,DIPIMED GOTAS 20ML,SOL GTS FR 20ML,131,1377.979965,712.0199823,164,1.730000019,,,,,
18554,30045090,7899470000000,VITER C EFERVESCENTE 1G X 10 - NATULAB LABORATORIO,,64,1362.039972,687.5899868,12,3.63722229,,,,,
14432,30049062,7898100000000,DEOCIL SL,10MG CX 10 COMP,44,1353.87999,1064.479988,6,21.79999924,,,,,
14456,30042069,7898150000000,SULF DE NEOMICINA BAC ZINCICA 5MG/G,POMADA,126,1336.99996,700.1799793,99,3.218300104,,,,,
16191,30043939,7896010000000,CICLO 21,"0,15+0,03MG CX 21 COMP",177,1310.919987,1036.729985,35,3.859999895,,,,,
16936,30049045,7896000000000,INFRALAX,300+30+125+50mg cx 30 comp,38,1309.740044,654.900032,1,6.366700172,,,,,
17527,30049099,7896710000000,COLIRIO NEO BRASIL,"0,15+0,30mg/ml sol oft fr x 20ml",111,1302.319987,664.0999937,18,3.769999981,,,,,
18779,30049079,7897410000000,BENICAR HCT,"40+12,5mg cx 30 comp rev",19,1293.760048,1034.939999,2,48.15000153,,,,,
14918,30049099,7891270000000,VIAGRA,50MG CX 2 COMP,25,1276.699982,1035.869982,2,40.83499908,,,,,
16295,30043999,7891320000000,SELENE,63,25,1263.780014,1011.089981,1,37.63000107,,,,,
17359,30066000,7896090000000,ELANI CICLO 3X21 COMP,,10,1263.399963,1010.699997,1,88.65000153,,,,,
16141,30067000,7898920000000,GEL NOCCAUTEADOR,200G,52,1248,1099.200024,23,15,,,,,
17622,30041012,7891320000000,SINOT CLAV,400+57+5ml sus fa x 70ml,22,1237.339989,989.9599991,1,41.79000092,,,,,
15481,30049042,7898150000000,ATENOLOL 50 MG,30 COMPRIMIDOS,49,1234.770004,607.7600031,28,4.756199837,,,,,
9908,30041012,7896660000000,NOVAMOX 2X C/20 COMPR,875MG+125MG COM VER CT FR X20,11,1227.230026,981.7999954,1,80.72000122,,,,,
20902,30049049,7896260000000,ENTRESTO 97+103MG 60 COMP,97+103mg cx 60 comp rev,4,1209.280029,967.4400024,0,234.5099945,,,,,
17763,30049099,7896110000000,SIMETICONA,125mg cx 10 cap,72,1204.559967,615.6799841,16,3.730000019,,,,,
16294,30049037,7891720000000,ALGINAC,1+50+50+50MG CX 15 COMP,45,1176.210028,933.3700247,6,19.67000008,,,,,
13401,30049049,7891140000000,FLUIR 12 UG.C/60 CAPS.REFIL,REFIL C/60 CAPS                                   ,15,1170.650017,936.5200195,1,55.90000153,,,,,
15725,30049099,7891140000000,ALIVIUN ,GOTAS 30ML,36,1170.240051,936.0800018,11,24.78000069,,,,,
7366,30049099,7896020000000,LUFTAL GOTAS 15 ML,15 ML GOTAS..,52,1162.790018,948.22999,3,16.62999916,,,,,
18415,30059090,7898490000000,"COMPRESSA  GAZE AMERICA 11FIOS 7,5X7,5CM 5DOB/8CAM",,1147,1147,1095.800003,139,0.5,,,,,
20962,30049069,7896110000000,ACICLOVIR CREME 10G,50mg/g creme derm bg 10g,52,1140.269997,570.1899996,8,4.099999905,,,,,
18736,21069090,7896660000000,COLIKIDS GOTAS 5ML,fr gts 5 ml,13,1123.370003,910.8699875,4,64.44999695,,,,,
18506,30045050,7897320000000,ADDERA D3,50.000ui comp rev x 4,9,1117.799995,894.2400055,1,80.52999878,,,,,
1883,30049062,7896210000000,IMOSEC C/4 COMPR.   *,CX.C/200 COMPR.,456,1102.580036,788.2699976,46,1.887199998,,,,,
14455,30043999,7898150000000,ACETONIDA DE TRIANCINOLONA 1MG/G,POMADA BUCAL,93,1101.35998,556.5699897,34,3.683300018,,,,,
11761,30049099,7896380000000,CIALIS 20 MG.C/4 COMPR.,20 MG.C/4 COMPR.,5,1095.049973,876.0500336,0,152.4100037,,,,,
18985,30049079,7897410000000,BENICAR HCT,40+25mg cx 30 comp rev,16,1091.320038,878.4000015,1,48.15000153,,,,,
18667,21069030,7897950000000,LAVITAN OMEGA 3 C/60 CAPS GEL,,34,1088,723.2000046,51,9.989999771,,,,,
16701,30049021,7898040000000,SUSTRATE,10mg cx 50 comp,40,1087.670034,870.2300034,1,20.69000053,,,,,
20896,21069090,7894920000000,CONDRES COLAGENO 40MG C/60 CAPS,,4,1079.400024,863.5200195,0,208.5500031,,,,,
10225,30049069,7896710000000,DORALGINA C/20 COMPR.,DRGS CX C/2BL C/10,58,1063.300016,540.8900108,54,5.340000153,,,,,
18826,30049099,7896660000000,TREZOR,20mg cx 30 comp rev,13,1052.640007,842.1600189,0,49.97000122,,,,,
14311,30049069,7891060000000,COLIRIO MOURA BRASIL,COLIRIO,77,1048.600001,852.6400156,21,10.40250015,,,,,
18756,30049069,7896090000000,NAPRIX 5MG C30,,18,1046.119987,842.7700081,3,40.77999878,,,,,
17608,30049069,7899100000000,TRAXONOL,100mg cx 15 cap,13,1043.190018,521.5700226,9,19.82500076,,,,,
16195,30043999,7896180000000,BUSONID 64 MCG,6ML,24,1041.360031,832.9999847,2,33.04999924,,,,,
8718,30049069,7896710000000,DORALGINA C/4 DRAGEAS,DGS CX C/25 BL C/4,225,1031.25,515.2500093,270,1.403599977,,,,,
21179,30043939,7896710000000,"NEODIA 1,5MG 1 COMP","1,5mg cx 1 comp",62,1028.899998,521.460001,16,2.670000076,,,,,
5364,30043929,7896000000000,NARIDRIN 12H.30ML.,12 H.FR C/30ML.,38,1028.020031,521.8900108,29,8.25,,,,,
8942,30049042,7896240000000,"ABLOK PLUS 50/12,5MG C/30 COMPRI","30 COMPR.50MG/12,5MG",31,1018.319977,821.2700081,3,23.63999939,,,,,
9039,30049099,7898040000000,ALMEIDA PRADO 46 C/60 COMPRIMIDOS,C/60 COMP.COMPLEXO HOMEOPATICO N.46,36,1005.840008,808.8900089,4,21.43330002,,,,,
11900,30049099,7896090000000,LACTO PURGA C/6 COMPR.,C/6 COMPR.,302,1001.559994,792.7800233,15,2.39199996,,,,,
16428,30049039,7899100000000,ACEBROFILINA,xpe fr 120ml adu,35,986.0899887,493.029994,63,8.109999657,,,,,
14218,30049079,7896110000000,VENAFLON,450+50MG CX 30 COMP REV,14,968.2099915,504.8100052,3,21.73999977,,,,,
19655,30039079,7899620000000,NOVOPRAZOL 20MG C/28 COMP(+) - GLOBO,,49,938.7399807,469.399991,25,3.905600071,,,,,
17057,30049079,7897600000000,CITRATO DE SILDENAFILA,50mg cx 2 comp,29,938.4400177,495.1100082,14,5.369999886,,,,,
20340,30049069,7896110000000,PANTOPRAZOL,40mg cx 28 comp rev,17,938.3000031,469.1500015,1,9.640000343,,,,,
19150,30066000,7896090000000,IUMI,"24 3/0,02 mg x 3 cart comp rev",7,935.1800232,748.1399918,1,93.73999786,,,,,
15853,30049069,7896240000000,VONAU,FLAXH 8MG CX 10 COMP DES ORAL,14,927.3200226,731.9299927,1,49.86000061,,,,,
18423,30043999,7891320000000,BETATRINTA INJ 1ML SEG,,45,918.8999748,735,2,15.18999958,,,,,
5509,30049039,7896010000000,HYTOS PLUS XPE 100 ML.,VD C/100 ML.,43,914.0599861,684.6800079,12,13.94999981,,,,,
551,30043210,7891140000000,"DIPROSPAN AMPOLA 1 ML""INJETAVEL""""",NORMAL,28,904.839962,719.1299915,1,25.15999985,,,,,
11278,30045090,7893450000000,OSSOTRAT-D (CARBONATO CALCIO 600+D),CARBONATO DE CALCIO 600+D C/600,14,904.029995,549.829998,1,16.05500031,,,,,
20091,90192020,7898300000000,NEBULIZADOR G-TECH MODELO NEBCOM V BRANCO,,6,900,780,6,84.98999786,,,,,
13850,30067000,7896520000000,K-MED GEL LUBRIFICANTE 50 GR,GEL LUBRIFICANTE,71,887.5,629.5,23,5.25,,,,,
7856,30049077,7897920000000,BETACORTAZOL CREME 30 GRS,BELFAR 30 GRS (NOVACORT),23,885.9600182,442.9800091,-9,7.989999771,,,,,
16656,30066000,7891110000000,QLAIRA,cx 28comp sendo 26hormonios+2place,17,884.5900078,733.8399773,1,41.38000107,,,,,
17189,33019010,7898930000000,MOPH DERME LOCAO OLEOSA  A.G.E 100ML,,73,876,739.2000036,28,3.950000048,,,,,
11939,30049099,7898040000000,ABRILAR XAROPE 100 ML,100 ML,19,870.2600212,696.6000023,2,35.77000046,,,,,
18609,30049079,7898030000000,DAFLON,1000 cx 30 comp,7,866.4599915,693.1399765,2,100.1699982,,,,,
17717,30049099,7896090000000,VICK VAPORUB,12G,10,865.3100328,628.0500078,2,224.9900055,,,,,
16304,30049099,7896000000000,PANTOPRAZOL,40MG CX 28 COMP,7,851.1500092,425.5800056,2,20.43000031,,,,,
16728,30049099,7891720000000,FLORATIL,100mg cx 12 cap,21,843.7299728,686.0899792,2,28.36000061,,,,,
8664,30049099,7896020000000,LUFTAL MAX COMP.C/10,DIMETICONA 125 MG,36,836.0800247,659.5200005,-4,17.36499977,,,,,
17390,21069030,7898280000000,PANTOVIT 10ML ABACAXI C\60,,6,831.6000366,415.8000183,0,19.5,,,,,
19922,30049059,8902220000000,NEBLOCK,5mg cx 60 comp,7,831.390007,665.120018,1,91.09999847,,,,,
15925,30039055,7896330000000,RESFENOL,20 CAPSULAS,21,828.2399712,436.2299862,18,9.220000267,,,,,
5322,30045090,7896000000000,APEVITIN BC SOL. 240 ML,BC SOLUCAO 240 ML.,23,824.9800148,419.5700073,4,9.297499657,,,,,
122,30049069,7891060000000,ANADOR C/4 COMPR.,CX.128 X 4 = 512 COMP.  ***,224,822.180006,615.8200088,417,1.245900035,,,,,
7350,30049069,7891060000000,ALLEGRA D C/10 COMPR.,D C/10 COMPR.,16,820.0699997,656.0299721,5,39.31999969,,,,,
11839,30049069,7896620000000,GASTROL EFERV.ABACAXI UNID.,ABACAXI CX.C/50 UNID.,416,819.5200119,441.2400045,617,0.779399991,,,,,
18662,30049099,7896660000000,SORINE SSC,"0,9% sol nas fr spr 100ml",24,816.2400055,659.7099838,1,26.38999939,,,,,
17759,30049079,7897410000000,BENICAR,20mg cx 30 comp,15,815.5299988,657.8100014,1,40.36999893,,,,,
16511,30049029,7896110000000,CETOPROFENO,20mg sol or fr gts 20ml,48,810.3600311,421.9200172,7,3.160000086,,,,,
3421,30049029,7896020000000,SAL DE FRUTA ENO 100G LARANJA,LARANJA 100 G,41,809.4999676,647.5800056,8,15.43330002,,,,,
20181,21069030,7891320000000,COGMAX,cx 60 caps,9,799.2499771,646.4399719,1,67.65000153,,,,,
16559,30049029,7898150000000,IBUPROFENO,600mg cx 20 comp,39,799.0500183,399.5400095,51,5.695799828,,,,,
19204,30049099,7896710000000,TORSILAX C/100 CPR(25 X 4),,7,791.6600113,395.8300056,10,30.95999908,,,,,
16143,30043939,7891110000000,ANGELIQ,28 COMPRIMIDOS,8,786.2399902,619.1400146,0,72.52999878,,,,,
1569,30049079,7898030000000,DAFLON 500 MG C/30 COMPRIMIDOS,C/30 COMPRIDOS,9,785.1599808,628.1100082,3,66.05999756,,,,,
12877,30049099,7896090000000,DORIL CARTELA C/6 COMPR.,COM CART 6                                 ,107,770.2699943,541.4900086,75,5.217999935,,,,,
19151,30039079,7899620000000,NOVOPRAZOL 20MG C/56 COMP (+) - GLOBO,,24,769.1999817,400.740015,11,4.230000019,,,,,
9661,30049047,7896090000000,MERTHIOLATE 30 ML ,NOVA FORMULA 30 ML,45,767.4100208,620.6600103,0,12.93000031,,,,,
11482,30049099,7896230000000,APLAUSE 20 MG C/30 COMP,MARJAN20MG C/30 COMP,8,764.219986,611.3999939,0,73.59999847,,,,,
18978,30049069,7896710000000,NEOCOPAN,"6,667+333,4mg/ml sol fr gts 20ml",56,760.0399971,595.4500132,7,6.679399967,,,,,
18377,30049069,7899550000000,BESILATO DE ANLODIPINO,10mg cx 30 comp,17,757.9099884,401.2000065,2,8.409999847,,,,,
17095,30049099,3662040000000,HYABAK SOL. OFT. 10ML,sol oft fr x 10ml,12,755.2799988,616.9199905,3,46.61999893,,,,,
17998,30066000,7896660000000,FEMINA,150+20mcg cx 63 comp,12,755.0000114,603.9799995,1,46.16999817,,,,,
17561,30049049,7891720000000,GLIFAGE XR,1g bl 30 xr comp,19,752.5600052,602.0099945,1,28.80999947,,,,,
19348,30043939,7896420000000,AIXA,"2+0,03mg cx 63 comp rev",6,743.9400101,595.1699982,2,87.01000214,,,,,
3386,30049024,7894920000000,SOMALGIN CARDIO 100MG C/32 COMPR,CARDIO 100 MG C/32 COMPR,38,738.4199982,602.2799931,1,14.53999996,,,,,
17981,30049069,7899100000000,COLIRIO GEOLAB,"0,15+0,3mg/ml sol oft fr 20ml",63,736.0599928,371.6699963,12,4.010000229,,,,,
16281,30045090,7899100000000,PANTODEX,30G,41,734.370018,391.2900114,9,6.28000021,,,,,
7277,30041011,7896010000000,ECOS  XAROPE 120 ML,UNIAO QUIMICA,33,727.9900036,487.8299847,14,9.020000458,,,,,
7806,30041012,7896660000000,NOVAMOX 2X C/14 COMPR.875 MG.,875 MG./125 MG.C/14 COMPR.,9,727.5699997,582.0799866,1,58.61500168,,,,,
18231,30049029,7896030000000,BUSCOFEM,400mg cx 10 cap,33,723.0100098,582.9899864,5,16.71999931,,,,,
21099,30049069,7891320000000,PANTOPRAZOL 40MG 28 COMP,40mg cx 28 comp rev,6,720.6600037,360.3500061,0,6.811200142,,,,,
16343,30049039,7896210000000,SELOZOK 25MG 30 COMP,25mg cx 30 comp,26,717.1599846,573.8000069,2,21.29999924,,,,,
16383,30066000,7891110000000,MICROVLAR,C/21,92,716.2599969,579.2099867,12,5.888299942,,,,,
19249,30049029,7891050000000,ADVIL,400mg cx 8 cap (NAC),39,712.5499687,570.0600071,1,13.05000019,,,,,
14324,30039079,7896520000000,LORATAMED,CX 12 COMP,46,706.7600174,353.1800032,20,1.289999962,,,,,
16193,30049039,7898160000000,BENATUX,CX 12 PAST SB MENTA,45,705.9799805,431.3499947,14,4.570000172,,,,,
16365,30049099,7896000000000,EMSEXPECTOR,xpe fr 120ml,33,695.8100224,373.260005,16,6.244999886,,,,,
15927,33069000,7891020000000,PERIOGARDE,250ML,25,687.5,599.5,8,21.97999954,,,,,
19620,30049045,7898150000000,- PARACETAMOL 750MG 24 CPS / GEN PARACETAMOL,,49,681.0999813,340.5499907,46,3.040600061,,,,,
16349,30049099,7896640000000,XANTINON,100+20mg cx 30 comp rev,75,678.2099819,546.0300035,45,7.052499771,,,,,
19911,90192020,7898300000000,NEBULIZADOR G-TECH MODELO NEBCOM V,,5,675,630,0,89,,,,,
20722,30049059,7896030000000,JARDIANCE 25MG 30COMP,25mg cx 30 comp rev,3,672.0600128,537.6600037,1,173.0099945,,,,,
14565,30051090,7891010000000,BAND-AID TRANSPARENTE 10 UNID.,10 UNIDADE,315,664.5000029,664.5000029,166,3.049999952,,,,,
17485,30049099,7898130000000,ARLIVRY 7MG/ML, 100ML SABOR MEL,14,664.3699989,332.149992,4,6.480000019,,,,,
14244,30043999,7898220000000,BIPROSLAN,1ML AMP+SER,34,663.6800156,331.8400078,4,6.809999943,,,,,
21221,30049069,7899100000000,FLUCONAZOL 150MG 2 CAPS,150mg cx 02 cap,38,660.4399681,330.2199841,22,2.49000001,,,,,
16692,30051090,7896540000000,"FITA MICROP.2,5CMX4,5MTS",,132,660,660,-30,29,,,,,
20208,30049099,7896640000000,ALEKTOS,20mg cx 30 comp,7,658.9099808,517.7000122,0,70.94000244,,,,,
20830,30045090,7898500000000,VITERGYL C 1G C/10 CPR EFERV LARANJA,,39,658.5,329.3500023,3,3.809999943,,,,,
18820,30049037,7896710000000,DICLOFENACO DE DIETILAMONIO,10mg gel bg 60g,57,657.5,354.0500002,13,5.199999809,,,,,
11760,30049099,7896380000000,CIALIS 20 MG.C/2 COMPR.,20 MG.C/2 COMPR.,6,657,520.1199951,7,80.15000153,,,,,
19020,30049079,7896660000000,CLOPIN,75mg cx 30 comp rev,10,654.2899818,523.4499969,1,34.31999969,,,,,
15908,30049069,7899640000000,KOIDE D,120ML,18,647.730011,521.9000015,3,26.19000053,,,,,
21195,30049069,7896090000000,"VENZER HCT 16+12,5MG 30 COMP","16+12,5mg cx 30 comp",10,646.9700012,517.5699959,0,46.36000061,,,,,
15459,30045090,7896660000000,COMBIRON,COMP,19,645.2700195,511.1300106,3,26.52000046,,,,,
15311,30049099,7896710000000,HISTAMIN 2 MG,20 COMPRIMIDOS,65,644.0800161,357.739994,26,3.50999999,,,,,
16227,30049079,7897600000000,VIDENFIO,4 COMP,29,643.2200089,487.9600067,13,7.875699997,,,,,
19195,30049069,7898030000000,VASTAREL MR,35mg cx 30 comp rev,9,627.210022,508.7200012,2,51.45999908,,,,,
17583,33049990,7891110000000,BEPANTOL DERMA CREME 20G,derma creme bg 20g,25,626.4699898,576.3299885,1,15.78999996,,,,,
18726,30049069,7898130000000,MAXALGINA 20 ML DIP SODICA NAT,,41,625.25,312.8300047,-21,1.599400043,,,,,
19031,30049073,7899100000000,FELDANAX,20mg cx 15 cap,53,623.4099903,321.2500019,24,3.480000019,,,,,
12748,30049045,7896000000000,ENDCOFF C/12 PASTILHAS MEL E LIMAO ,CX C/12 PASTILHAS (3 STRIP X 4 PAST               ,39,623.2199821,420.2099895,37,9.930000305,,,,,
20188,30049037,7896660000000,BIOFENAC,"11,6mg/g sol ser tb x 60g",29,621.3799782,501.380024,3,16.17000008,,,,,
20996,30043999,7891320000000,DIP BETAMETASONA+FOSF DISSODICO DE BETAMETASONA,5+2mg/ml sus inj 6 amp x 1ml,6,621.1799927,310.5999985,0,19.28499985,,,,,
15493,30045090,7896110000000,PANTOGAR  ,CAIXA 30 COMP,8,620,496,2,57.70000076,,,,,
20187,30066000,7897340000000,PEROLA,75mcg cx 3 x 28 comp,7,618.719986,513.1999893,0,65.87999725,,,,,
15699,30049045,7898150000000,BROMOPRIDA,COMP ,27,618.5599957,309.3500013,47,5.517499924,,,,,
19208,30049079,7891320000000,*TAMIRAM 750MG CPR 1X5-OUTROS,,7,614.0299988,491.1999893,1,68.22000122,,,,,
15885,30059090,7898040000000,KELO-COTE,15 G,4,610.2399902,496.1500092,2,117.4599991,,,,,
3647,30049079,7896010000000,DERMS BISNAGA 30 G,30 GR PRATA,17,610.1699829,333.5900021,10,19.55999947,,,,,
16257,30049069,7896180000000,CORDAREX 5MG,30 COMP,24,604.6499958,483.7400093,4,18.23999977,,,,,
15138,30049099,7897320000000,LISADOR,CX 16 COMP,21,604.3800144,483.5599995,10,21.93499947,,,,,
2704,30044990,7896660000000,CEFALIV COMPR. C/12,ACHE,38,600.3599815,486.4800072,3,12.34329987,,,,,
7616,30043981,7897600000000,PURAN 75 MG.C/30 COMPR.,75 MG.C/30 COMPR.,39,598.5199862,484.7600069,3,11.6267004,,,,,
16046,30066000,7896110000000,TANTIN,84 COMPRIMIDOS,10,597.2399902,477.7999878,0,42.45999908,,,,,
16957,30049039,7896710000000,ACEBROFILINA,10mg xpe fr 120ml adu,21,588.6599884,294.3299942,21,8.460000038,,,,,
581,30049039,7896270000000,AEROLIN SPRAY C/200 DOSES     *,SPRAY C/200 DOSES,15,587.3299942,473.8999901,6,18.15999985,,,,,
