Cod. Barras;NCM;Codigo;Produto;Apresentacao;Quantidade;Total Bruto;Desconto;Total Liquido;Ulti. Compra;Saldo Atual
7500435127240;96190000;20916;ABSORV BASICO SUAVE C/ABAS ALWAYS 8UN;;2;R$ 7,00 ;R$ 0,00 ;R$ 7,00 ;R$ 2,50 ;2
7899095233027;30049039;16428;ACEBROFILINA;xpe fr 120ml adu;3;R$ 86,46 ;R$ 43,23 ;R$ 43,23 ;R$ 8,11 ;63
7896004722122;30049099;21071;ACECLOFENACO 100MG 12 COMP EMS;100mg cx 2bl x 6 comp rev;2;R$ 62,44 ;R$ 31,22 ;R$ 31,22 ;R$ 8,47 ;0
7898148294596;30043999;17810;ACETATO DE DEXAMETASONA;1mg/g creme derm bg 10g;1;R$ 9,00 ;R$ 0,00 ;R$ 9,00 ;R$ 2,61 ;9
7898148293490;30043999;14455;ACETONIDA DE TRIANCINOLONA 1MG/G;POMADA BUCAL;7;R$ 82,46 ;R$ 41,23 ;R$ 41,23 ;R$ 3,68 ;33
7891317445300;30066000;20455;ACETONIDO DE ALGESTONA+ENANTATO 1ML;sol inj 1ml;3;R$ 34,14 ;R$ 17,07 ;R$ 17,07 ;R$ 6,67 ;-3
7896658006920;30049099;15362;ACHEFLAN AEROSOL;75 ML;1;R$ 52,01 ;R$ 10,40 ;R$ 41,61 ;R$ 39,38 ;1
7891721023477;30049069;19943;ACICLOVIR;200mg fr 25 comp;2;R$ 205,80 ;R$ 102,90 ;R$ 102,90 ;R$ 17,29 ;8
7896112128847;30049069;20962;ACICLOVIR CREME 10G;50mg/g creme derm bg 10g;8;R$ 173,28 ;R$ 86,64 ;R$ 86,64 ;R$ 4,10 ;8
7896181911517;30049039;19915;ACIDO MEFENAMICO;500mg cx 24 comp;3;R$ 57,66 ;R$ 28,83 ;R$ 28,83 ;R$ 7,52 ;1
7896290401459;34011110;18064;ACTINE SAB.LIQ.140ML;;2;R$ 47,96 ;R$ 0,00 ;R$ 47,96 ;R$ 23,71 ;0
7897322709468;30045050;18505;ADDERA D3;7.000ui comp rev x 4;1;R$ 26,69 ;R$ 5,34 ;R$ 21,35 ;R$ 22,35 ;6
7896269900075;30049039;582;AEROLIN XAROPE 120 ML          *;XPE C/120 ML;2;R$ 21,10 ;R$ 4,22 ;R$ 16,88 ;R$ 7,66 ;3
7891106912761;30049069;19705;AFRIN PED 20ML;fr 20ml ped;1;R$ 13,86 ;R$ 2,77 ;R$ 11,09 ;R$ 10,64 ;1
7896902231313;30049099;17854;AGUA BORICADA 3% FARMAX 100ML;;3;R$ 3,90 ;R$ 0,00 ;R$ 3,90 ;R$ 1,43 ;44
7896902211544;30049099;17351;AGUA OXIG FARMAX 10 VOL C/ 100ML;;6;R$ 12,00 ;R$ 0,00 ;R$ 12,00 ;R$ 1,25 ;66
7896902210561;33059000;19467;AGUA OXIG. CREMOSA 20 VLS 90 ML - FARMAX;;1;R$ 1,50 ;R$ 0,00 ;R$ 1,50 ;R$ 0,84 ;7
7896902210608;33059000;19468;AGUA OXIG. CREMOSA 30 VLS 90 ML - FARMAX;;2;R$ 3,00 ;R$ 0,00 ;R$ 3,00 ;R$ 0,87 ;2
78909427;90183219;17786;AGULHA DESC. 25 X 0.7 CX C/100 - BD;;1;R$ 9,32 ;R$ 0,00 ;R$ 9,32 ;R$ 16,99 ;1
7899547527681;30049063;19365;ALBENDAZOL 400MG 5 CPS / GEN ALBENDAZOL;;11;R$ 332,09 ;R$ 166,09 ;R$ 166,00 ;R$ 7,32 ;45
7896181928829;30049063;21156;ALBENDAZOL SUSP 10ML BIOS.;40mg/ml sus or fr 10ml;2;R$ 17,52 ;R$ 0,00 ;R$ 17,52 ;R$ 3,43 ;0
7896454300031;22071090;20763;ALCOOL 70% 1LT SANTA CRUZ-LITRO;;3;R$ 31,50 ;R$ 0,00 ;R$ 31,50 ;R$ 7,00 ;12
7896388902004;22071090;20245;ALCOOL 70% 99ML LAHAS;;1;R$ 1,00 ;R$ 0,00 ;R$ 1,00 ;R$ 1,80 ;101
7898051681032;22071090;20274;ALCOOL 92.8% 1 LTR;;1;R$ 12,00 ;R$ 0,00 ;R$ 12,00 ;R$ 7,96 ;7
7896454300017;22071090;18069;ALCOOL SANTA CRUZ 92,8.A COMUM 1L;;2;R$ 15,00 ;R$ 0,00 ;R$ 15,00 ;R$ 7,50 ;37
7896112162322;30049059;20945;ALENDRONATO DE SODIO 70MG 4 COMP;70mg cx 4 comp;1;R$ 39,47 ;R$ 19,73 ;R$ 19,74 ;R$ 5,73 ;0
7891721013010;30049037;16294;ALGINAC;1+50+50+50MG CX 15 COMP;3;R$ 77,31 ;R$ 23,18 ;R$ 54,13 ;R$ 19,67 ;6
7891899085048;30059019;21160;ALGODAO 50G CX N ESTERIL-MELHORMED;;3;R$ 10,50 ;R$ 0,00 ;R$ 10,50 ;R$ 2,41 ;3
7896224410717;56012110;19153;ALGODAO APOLO BOLAS 50 GR;;2;R$ 7,00 ;R$ 0,00 ;R$ 7,00 ;R$ 2,13 ;11
7896224410113;30059090;5999;ALGODAO HIDR.APOLO 25 GR.;HIDROFILO 25 GR APOLO.;2;R$ 3,80 ;R$ 0,00 ;R$ 3,80 ;R$ 1,31 ;128
7896075707141;82142000;20983;ALICATE P-CUTIC MERHEJE ROSA ACO INOX + ESPAT ;;1;R$ 9,50 ;R$ 0,00 ;R$ 9,50 ;R$ 6,01 ;0
7891142115492;30049099;15725;ALIVIUN ;GOTAS 30ML;1;R$ 32,08 ;R$ 6,42 ;R$ 25,66 ;R$ 24,78 ;11
7891058006716;30049069;7350;ALLEGRA D C/10 COMPR.;D C/10 COMPR.;3;R$ 152,52 ;R$ 30,51 ;R$ 122,01 ;R$ 39,32 ;4
7891058004347;30049069;15875;ALLEGRA PEDIATRICO;60 ML;5;R$ 131,75 ;R$ 26,35 ;R$ 105,40 ;R$ 20,72 ;2
7896658005046;30043939;16019;ALLESTRA 20 ;63 COMP;1;R$ 61,78 ;R$ 12,36 ;R$ 49,42 ;R$ 45,22 ;1
7898037080460;30049099;9039;ALMEIDA PRADO 46 C/60 COMPRIMIDOS;C/60 COMP.COMPLEXO HOMEOPATICO N.46;4;R$ 111,36 ;R$ 22,28 ;R$ 89,08 ;R$ 21,43 ;4
7896523207681;30039049;15744;AMBROXMEL;XAROPE 120ML;1;R$ 16,50 ;R$ 8,25 ;R$ 8,25 ;R$ 4,79 ;22
7891106904155;30043939;16143;ANGELIQ;28 COMPRIMIDOS;2;R$ 196,56 ;R$ 49,14 ;R$ 147,42 ;R$ 72,53 ;0
7896181916222;30049042;17382;ANGIPRESS;25mg cx 30 comp;1;R$ 15,44 ;R$ 3,09 ;R$ 12,35 ;R$ 10,83 ;1
7896181916062;30049042;17216;ANGIPRESS CD;25+12mg cx 30 comp;2;R$ 35,30 ;R$ 7,06 ;R$ 28,24 ;R$ 13,49 ;7
7896181916086;30049042;18082;ANGIPRESS CD;50+12,5mg cx 30 comp;1;R$ 27,34 ;R$ 5,47 ;R$ 21,87 ;R$ 20,89 ;1
7896658001789;30049099;8020;ANTUX XAROPE 120 ML.;XAROPE 120 ML. 0,6%;1;R$ 31,10 ;R$ 6,22 ;R$ 24,88 ;R$ 23,61 ;3
7500435109192;82121020;19594;AP PRESTOBARBA ULTRA GRIPE FIXO AZUL 2UN (10-UN);;2;R$ 115,40 ;R$ 23,08 ;R$ 92,32 ;R$ 43,05 ;3
7896004700502;30045090;5322;APEVITIN BC SOL. 240 ML;BC SOLUCAO 240 ML.;3;R$ 106,20 ;R$ 53,10 ;R$ 53,10 ;R$ 9,30 ;4
7896226101156;30049099;11482;APLAUSE 20 MG C/30 COMP;"""MARJAN""20MG C/30 COMP";1;R$ 95,17 ;R$ 19,03 ;R$ 76,14 ;R$ 73,60 ;0
7891104193087;30044990;9892;APRACUR;6 COMPRIMIDOS;5;R$ 39,85 ;R$ 7,95 ;R$ 31,90 ;R$ 5,56 ;28
7898133136757;30049099;17485;ARLIVRY 7MG/ML; 100ML SABOR MEL;2;R$ 102,62 ;R$ 51,32 ;R$ 51,30 ;R$ 6,48 ;4
7894916502962;30066000;13343;ARTEMIDIS 35 C/21 COMP.R;0,035MG+2MG 1BL X 21 COMP                         ;2;R$ 30,96 ;R$ 6,20 ;R$ 24,76 ;R$ 11,69 ;0
7896658004858;30049099;15203;ARTROLIVE;FR 30 CAP;1;R$ 86,18 ;R$ 17,24 ;R$ 68,94 ;R$ 66,12 ;0
7896862990091;30049047;20164;ASSEPMED;1% spray 50ml;2;R$ 34,76 ;R$ 17,38 ;R$ 17,38 ;R$ 5,69 ;0
7891317420840;30042029;14418;ASTRO;500MG CX 5 COMP;1;R$ 28,04 ;R$ 5,61 ;R$ 22,43 ;R$ 21,16 ;0
7898172860057;30059090;18496;ATADURA CREPE 12CM X 1,8M PCT 12 UN;;6;R$ 132,00 ;R$ 33,00 ;R$ 99,00 ;R$ 15,00 ;10
7896004709031;30049042;15179;ATENOLOL;50MG CX 30 COMP;2;R$ 39,98 ;R$ 20,00 ;R$ 19,98 ;R$ 3,62 ;2
7898148290772;30049042;15760;ATENOLOL;25MG;3;R$ 10,71 ;R$ 1,78 ;R$ 8,93 ;R$ 1,43 ;22
7898049792979;30049042;17334;ATENOLOL;25mg cx 30 comp;1;R$ 7,09 ;R$ 0,00 ;R$ 7,09 ;R$ 1,35 ;5
7898148290840;30049042;15481;ATENOLOL 50 MG;30 COMPRIMIDOS;2;R$ 50,02 ;R$ 25,02 ;R$ 25,00 ;R$ 4,76 ;27
7896112125495;30049042;16274;ATENOLOL 50 MG;30COMP;1;R$ 19,73 ;R$ 9,87 ;R$ 9,86 ;R$ 4,03 ;12
7896026300216;30044990;1811;ATROVENTE GOTAS 20 ML          *;GTS 20 ML NEBULIZACAO;1;R$ 21,68 ;R$ 4,34 ;R$ 17,34 ;R$ 16,96 ;7
7897595903273;30049069;992;ATURGYL SPRAY NASAL 15 ML;ADULTO 15 ML (SANOFI);1;R$ 13,25 ;R$ 2,65 ;R$ 10,60 ;R$ 10,06 ;4
7891106904568;30043939;17399;AVADEN;1+1+0,025mg cx 28 comp rev;1;R$ 60,15 ;R$ 12,03 ;R$ 48,12 ;R$ 44,39 ;1
7899420502378;30049069;19105;AVAL;320mg cx 30 comp rev;1;R$ 39,00 ;R$ 7,80 ;R$ 31,20 ;R$ 26,52 ;0
8903855076034;30049079;21044;AZUKON MR 60COMP;6x10 tab;1;R$ 26,06 ;R$ 5,21 ;R$ 20,85 ;R$ 19,68 ;1
7896226500416;30049079;6389;BACTRIM C/20 COMPR;CX.C/20 COMPR;2;R$ 26,24 ;R$ 5,24 ;R$ 21,00 ;R$ 9,84 ;4
7896226500386;30049079;805;BACTRIM F. COMPR. C/10         *;F CX COM 10 COMPRIMIDOS;2;R$ 51,46 ;R$ 10,30 ;R$ 41,16 ;R$ 20,13 ;2
7896004817569;30049024;993;BALSAMO BENGUE POMADA 20 GR.;;1;R$ 15,77 ;R$ 3,15 ;R$ 12,62 ;R$ 11,74 ;3
7891010504755;30051090;14566;BAND-AID TRANSPARENTE;40 UNIDADES;4;R$ 21,16 ;R$ 0,00 ;R$ 21,16 ;R$ 5,69 ;13
7891010504779;30051090;14565;BAND-AID TRANSPARENTE 10 UNID.;10 UNIDADE;10;R$ 19,90 ;R$ 0,00 ;R$ 19,90 ;R$ 3,05 ;166
7898582380183;30066000;18608;BELARA C21 COMPRIMIDOS;;1;R$ 44,43 ;R$ 8,89 ;R$ 35,54 ;R$ 34,76 ;3
7891268402018;30049099;1362;BENALET C/12 PASTILHAS MENTA;MENTA PFIZER;1;R$ 12,76 ;R$ 2,55 ;R$ 10,21 ;R$ 9,94 ;8
7898158693129;30049039;16193;BENATUX;CX 12 PAST SB MENTA;2;R$ 30,96 ;R$ 10,84 ;R$ 20,12 ;R$ 4,57 ;14
7896094905825;30049045;21128;BENEGRIP MULTI 240ML;13,30+0,33+ 0,13mg sol or x 240ml;1;R$ 37,64 ;R$ 7,53 ;R$ 30,11 ;R$ 28,39 ;1
7897411610606;30049079;17759;BENICAR;20mg cx 30 comp;2;R$ 107,50 ;R$ 21,50 ;R$ 86,00 ;R$ 40,37 ;1
7897411611030;30049079;19874;BENICAR ANLO;40+10mg cx 30 comp rev;3;R$ 213,21 ;R$ 42,63 ;R$ 170,58 ;R$ 54,28 ;2
7897411610675;30049079;18779;BENICAR HCT;40+12,5mg cx 30 comp rev;1;R$ 67,48 ;R$ 13,50 ;R$ 53,98 ;R$ 48,15 ;2
7897411611016;30049079;18157;BENICARANLO;20+5mg cx 30 comp rev;2;R$ 125,74 ;R$ 25,14 ;R$ 100,60 ;R$ 48,01 ;1
7891106907293;33049990;16925;BEPANTOL;derma sol fr 50ml;1;R$ 27,00 ;R$ 0,00 ;R$ 27,00 ;R$ 18,35 ;0
7891106910248;33049990;20288;BEPANTOL BABY 120G-DEMAIS PROD;;1;R$ 47,25 ;R$ 9,45 ;R$ 37,80 ;R$ 24,99 ;2
7891106908221;33049990;19378;BEPANTOL BABY 60G;;1;R$ 23,26 ;R$ 0,00 ;R$ 23,26 ;R$ 17,34 ;2
7891106907286;33049990;17583;BEPANTOL DERMA CREME 20G;derma creme bg 20g;1;R$ 24,98 ;R$ 5,00 ;R$ 19,98 ;R$ 15,79 ;1
7896026302784;30049039;18299;BEROTEC;2mg sol aer tb 10ml+bocal;2;R$ 48,06 ;R$ 9,62 ;R$ 38,44 ;R$ 18,65 ;2
7896026300247;30049039;1814;BEROTEC GOTAS 20 ML            *;GTS 20 ML NEBULIZACAO;1;R$ 7,12 ;R$ 1,42 ;R$ 5,70 ;R$ 5,52 ;3
7899547504842;30049069;18377;BESILATO DE ANLODIPINO;10mg cx 30 comp;1;R$ 44,55 ;R$ 22,27 ;R$ 22,28 ;R$ 8,41 ;2
7897917001168;30049077;7856;BETACORTAZOL CREME 30 GRS;BELFAR 30 GRS (NOVACORT);1;R$ 37,80 ;R$ 18,90 ;R$ 18,90 ;R$ 7,99 ;-9
7896658016585;30049069;19051;BETADINE;24mg cx 30 comp;1;R$ 27,83 ;R$ 5,57 ;R$ 22,26 ;R$ 20,59 ;3
7891317103323;30043999;18423;BETATRINTA INJ 1ML SEG;;1;R$ 20,13 ;R$ 4,03 ;R$ 16,10 ;R$ 15,19 ;2
7891317478964;30049069;18622;BETINA;24mg cx 30 comp;1;R$ 27,27 ;R$ 5,45 ;R$ 21,82 ;R$ 20,46 ;1
7899095203266;30049077;18969;BETRICORT;creme bg 30g;18;R$ 508,14 ;R$ 254,16 ;R$ 253,98 ;R$ 5,31 ;17
7896070601772;30049029;3218;BI-PROFENID 150 MG COMPR. C/10;C/10 COMPR;1;R$ 54,23 ;R$ 10,85 ;R$ 43,38 ;R$ 39,69 ;1
7896902206465;30049099;19398;BICARBONATO DE SODIO MEDIC 80G-FARMAX;;3;R$ 6,00 ;R$ 0,00 ;R$ 6,00 ;R$ 1,66 ;15
7891317001964;30049029;21201;BICERTO 150MG 10 COMP LIB ;;1;R$ 35,25 ;R$ 7,05 ;R$ 28,20 ;R$ 26,61 ;0
7896699001229;39249000;18430;BICO MAMAD SILIC MALETA C/1 0060/12;;1;R$ 5,00 ;R$ 0,00 ;R$ 5,00 ;R$ 4,81 ;2
7896006207290;30049099;21061;BIO C ZINCO X 10 COM EFEV ;;1;R$ 16,50 ;R$ 8,25 ;R$ 8,25 ;R$ 5,58 ;2
7896658014321;30049037;20188;BIOFENAC;11,6mg/g sol ser tb x 60g;5;R$ 106,50 ;R$ 21,30 ;R$ 85,20 ;R$ 16,17 ;3
7898277712572;21069030;18507;BIOPANTOVIT BOLDO C/60 FLAC 10ML - ART.N;;1;R$ 93,50 ;R$ 46,75 ;R$ 46,75 ;R$ 20,99 ;6
7896006257929;30049069;21059;BISALAX 5MG 20 DRG;5mg cx 20 drg;1;R$ 6,13 ;R$ 3,06 ;R$ 3,07 ;R$ 3,95 ;0
7896004810140;30042029;5526;BISMU JET SOL 20ML.;VD C/20 ML.;2;R$ 52,18 ;R$ 26,08 ;R$ 26,10 ;R$ 10,28 ;15
7897595605924;30049079;16158;BISSULATO DE CLOPIDOGREL 75MG;28 COMPRIMIDOS;2;R$ 261,70 ;R$ 91,59 ;R$ 170,11 ;R$ 24,30 ;7
7891317496753;30049079;21101;BISSULFATO DE CLOPIDOGREL 75MG 30 COMP;75mg cx 30 comp rev;1;R$ 100,53 ;R$ 50,27 ;R$ 50,26 ;R$ 26,66 ;1
7897917003506;30049099;16393;BOLDO BELFAR;fr 100ml;1;R$ 20,86 ;R$ 10,43 ;R$ 10,43 ;R$ 3,29 ;3
7895800412787;21069050;19825;BOMB CHICLE TRIDENT FRESH INTENSE C-21UN (1-DP);;1;R$ 29,80 ;R$ 5,96 ;R$ 23,84 ;R$ 19,03 ;1
7894916509336;30049099;20083;BRASART BCC;320+10mg cx 30 comp rev;1;R$ 66,88 ;R$ 13,38 ;R$ 53,50 ;R$ 54,19 ;0
7894916512480;30049069;20500;BRASART HCT 160 12,5MG C 90 COMP;;1;R$ 120,56 ;R$ 24,11 ;R$ 96,45 ;R$ 87,21 ;0
7898148299010;30044990;14458;BROMETO DE IPATROPIO;SOL NAS FR 20ML;2;R$ 19,80 ;R$ 9,90 ;R$ 9,90 ;R$ 2,63 ;51
7898148293995;30049039;14457;BROMIDRATO DE FENOTEROL 5MG/ML;SOLU��O ORAL;2;R$ 9,14 ;R$ 2,29 ;R$ 6,85 ;R$ 3,30 ;27
7896004727899;30049099;20571;BROMOPRIDA 10MG. 20CAPS;10mg cx 2bl x 10 cap;4;R$ 78,04 ;R$ 39,04 ;R$ 39,00 ;R$ 5,33 ;3
7896658002120;30049099;1340;BRONDILAT XAROPE PED. 120 ML   *;PEDIATRICO 120 ML;1;R$ 28,06 ;R$ 5,61 ;R$ 22,45 ;R$ 21,43 ;7
7891058019365;30049099;19390;BUCLINA;25mg cx 30 comp;2;R$ 28,42 ;R$ 5,68 ;R$ 22,74 ;R$ 11,17 ;4
7899640806539;30049099;21198;BUONA 150MG 30 CAP;150mg cx 30 cap;1;R$ 100,86 ;R$ 20,17 ;R$ 80,69 ;R$ 78,34 ;1
7896472513307;30049029;19084;BUPROVIL;600mg cx 20 comp;4;R$ 77,84 ;R$ 38,92 ;R$ 38,92 ;R$ 6,14 ;0
7896026303002;30049029;18231;BUSCOFEM;400mg cx 10 cap;2;R$ 44,54 ;R$ 8,90 ;R$ 35,64 ;R$ 16,72 ;5
7896026307277;30044990;1827;"BUSCOPAN 10 MG C/20 DR.""""SIMPLES""""";"C/20 DR""SIMPLES""""";1;R$ 13,62 ;R$ 2,72 ;R$ 10,90 ;R$ 10,09 ;-1
7896026301428;30044990;8559;BUSCOPAN COMPOSTO COMP.REVESTIDO;COMPR REV C/2BL X 10;18;R$ 254,88 ;R$ 55,19 ;R$ 199,69 ;R$ 10,76 ;-20
7896181915171;30043999;15898;BUSONID 32MCG;6 ML;2;R$ 43,10 ;R$ 8,62 ;R$ 34,48 ;R$ 15,24 ;4
7896181907176;30043999;13705;BUSONID 50MCG AQUOSO NASAL 120 DOSES;50MCG SUSP AQU NASAL X120DS                       ;1;R$ 31,64 ;R$ 6,33 ;R$ 25,31 ;R$ 22,38 ;3
7896181915188;30043999;16195;BUSONID 64 MCG;6ML;3;R$ 129,24 ;R$ 25,86 ;R$ 103,38 ;R$ 33,05 ;2
7895858017156;30045090;3956;CALMAN C/20 DRAG.;"""POPULAR""";1;R$ 27,78 ;R$ 5,56 ;R$ 22,22 ;R$ 26,24 ;6
7896658001116;30049077;1363;CANDICORT CREME DERM. 30 G;;1;R$ 28,08 ;R$ 5,62 ;R$ 22,46 ;R$ 21,68 ;1
7898148290512;30049069;15482;CAPTOPRIL 25 MG ;30 COMPRIMIDOS;2;R$ 12,60 ;R$ 0,00 ;R$ 12,60 ;R$ 1,54 ;30
47400179660;82122010;8312;CARGA MACH 3 C/4;GILLETE MACH 3 C/4;1;R$ 35,00 ;R$ 0,00 ;R$ 35,00 ;R$ 26,11 ;1
7898173560024;33051000;7547;CASPIOL 100 ML SHAMPOO;AROMA FLOR DO CAMPO  100 ML;5;R$ 20,60 ;R$ 3,28 ;R$ 17,32 ;R$ 5,50 ;14
7894916505673;30042052;16209;CECLOR BD 500MG;10 COMPRIMIDOS;2;R$ 144,30 ;R$ 28,86 ;R$ 115,44 ;R$ 52,19 ;0
7896658001079;30044990;2704;CEFALIV COMPR. C/12;"""ACHE""";1;R$ 15,69 ;R$ 3,14 ;R$ 12,55 ;R$ 12,34 ;3
7896004706528;30049099;12624;CELERG COMP. C/20 ;10 COMP ;1;R$ 18,77 ;R$ 9,38 ;R$ 9,39 ;R$ 4,92 ;8
7896004706764;30049099;12743;CELERGIN XAROPE 120 ML;XPE FR 120ML                                      ;1;R$ 25,34 ;R$ 12,67 ;R$ 12,67 ;R$ 8,30 ;0
7896006240990;30049099;11825;CELESTRAT C/15 COMPR.;C/15 COMPR.;2;R$ 28,80 ;R$ 14,40 ;R$ 14,40 ;R$ 4,27 ;16
7891045043083;21069030;18477;CENTRUM MULHER;fr x 30 comp;1;R$ 67,52 ;R$ 1,35 ;R$ 66,17 ;R$ 47,59 ;2
7891058011406;33069000;17066;CEPACOL FLUOR SOL 250ML;;1;R$ 12,25 ;R$ 0,00 ;R$ 12,25 ;R$ 8,98 ;1
7891058016067;33069000;19226;CEPACOL SOL.FLUOR L500ML P350ML        LP:N;;1;R$ 19,00 ;R$ 0,00 ;R$ 19,00 ;R$ 12,58 ;1
7896548140284;30049099;2161;CERUMIN SOL. OTOL. 8 ML;OTOLOGICO 8 ML;2;R$ 25,36 ;R$ 5,08 ;R$ 20,28 ;R$ 10,24 ;3
7899620911376;30049077;21151;CETOCONAZOL 200MG 30 COMP;200mg cx 30 comp;2;R$ 128,38 ;R$ 64,18 ;R$ 64,20 ;R$ 9,99 ;1
7899095258426;30049077;20863;CETOCONAZOL CREME 30G;20mg/g crem derm bg 30g;1;R$ 20,35 ;R$ 10,18 ;R$ 10,17 ;R$ 5,83 ;1
7898060131238;30039087;20613;CETOMICOSS 20MG CREME 20G;20mg creme derm bg 20g;1;R$ 21,02 ;R$ 10,51 ;R$ 10,51 ;R$ 3,55 ;2
7896422507349;30049029;20630;CETOPROFENO 50MG. 24CAPS MEDLEY;50mg cx 24 cap;1;R$ 25,96 ;R$ 12,98 ;R$ 12,98 ;R$ 8,00 ;0
7891317001483;30049029;21092;CETOPROFENO GOTAS 20ML EUROFARMA;20mg/ml sol or fr got 20ml;4;R$ 66,80 ;R$ 33,40 ;R$ 33,40 ;R$ 4,83 ;-1
7897129303890;33049990;19366;CETRILAN CR 40G;;1;R$ 24,74 ;R$ 0,00 ;R$ 24,74 ;R$ 29,73 ;1
7896000620521;39269040;20706;CHUP KUKA LOVELY BICO ORTO SILIC 2 ROSA ;;1;R$ 14,90 ;R$ 0,00 ;R$ 14,90 ;R$ 10,49 ;0
7896699019538;39269040;20355;CHUPETA SPECIAL SIL ORTO T1 RS 5314-01-RS;;1;R$ 7,50 ;R$ 0,00 ;R$ 7,50 ;R$ 5,85 ;2
7896699017732;39249000;21123;CHUQUINHA SILIC 50ML ROSA;;1;R$ 9,40 ;R$ 0,00 ;R$ 9,40 ;R$ 6,29 ;1
7896382703614;30049099;11760;CIALIS 20 MG.C/2 COMPR.;20 MG.C/2 COMPR.;1;R$ 109,50 ;R$ 21,90 ;R$ 87,60 ;R$ 80,15 ;7
7896006234067;30043939;16191;CICLO 21;0,15+0,03MG CX 21 COMP;8;R$ 58,48 ;R$ 11,68 ;R$ 46,80 ;R$ 3,86 ;34
7896523206110;30039049;8912;CIMELIDE C/12 COMPR.(NIMESULIDA);NIMESULIDA CIMED;30;R$ 474,90 ;R$ 230,51 ;R$ 244,39 ;R$ 2,52 ;71
7891721020506;30045030;16350;CITONEURIN;5000mg  sol inj  x 3 amp x 1ml;1;R$ 14,14 ;R$ 0,00 ;R$ 14,14 ;R$ 10,40 ;7
7896714226705;30049067;16367;CITRATO DE SILDENAFILA;50mg cx 4 comp;4;R$ 94,40 ;R$ 47,20 ;R$ 47,20 ;R$ 3,32 ;48
7891317477608;30049079;21081;CITRATO DE SILDENAFILA  50MG  COMP;50mg cx 8 comp rev;16;R$ 1.954,40 ;R$ 977,26 ;R$ 977,14 ;R$ 4,11 ;4
