Cod. Barras;NCM;Codigo;Produto;Apresentacao;Quantidade;Total Bruto;Desconto;Total Liquido;Ulti. Compra;Saldo Atual
7891721023477;30049069;19943;ACICLOVIR;200mg fr 25 comp;3;R$ 308,70 ;R$ 154,35 ;R$ 154,35 ;R$ 17,29 ;8
7898148299317;30049069;14748;ACICLOVIR (CREME DERMATOLOGICO);50 MG/G;1;R$ 22,12 ;R$ 11,06 ;R$ 11,06 ;R$ 4,64 ;1
7896112128847;30049069;20962;ACICLOVIR CREME 10G;50mg/g creme derm bg 10g;5;R$ 112,95 ;R$ 56,45 ;R$ 56,50 ;R$ 4,10 ;8
7894916144261;30049099;16901;ACIDO MEFENAMICO;500mg cx 2bl x 12 comp;4;R$ 81,72 ;R$ 28,61 ;R$ 53,11 ;R$ 9,10 ;5
7896422517195;30049039;21070;ACIDO MEFENAMICO 500MG 24 COMP;500mg cx 24 comp;1;R$ 20,39 ;R$ 10,20 ;R$ 10,19 ;R$ 6,75 ;2
7894916144971;30049099;19557;ACIDO TRANEXAMICO 250MG 12CPR-LEGRAND;;1;R$ 40,87 ;R$ 20,43 ;R$ 20,44 ;R$ 25,12 ;0
7897322714431;30045050;19774;ADDERA D3;3300ui/ml sol oral fr got 20ml;1;R$ 70,79 ;R$ 14,16 ;R$ 56,63 ;R$ 54,91 ;1
7897322709475;30045050;20796;ADDERA D3 7000 10 COMP;7.000ui cx 10 comp rev;1;R$ 50,97 ;R$ 10,19 ;R$ 40,78 ;R$ 39,54 ;1
7891104393067;21069090;21192;ADOC ADOCYL LIQ 200ML;;1;R$ 4,95 ;R$ 0,00 ;R$ 4,95 ;R$ 3,23 ;0
7891045043564;30049029;19249;ADVIL;400mg cx 8 cap (NAC);4;R$ 69,84 ;R$ 13,96 ;R$ 55,88 ;R$ 13,05 ;1
7896269900150;30049039;581;AEROLIN SPRAY C/200 DOSES     *;SPRAY C/200 DOSES;3;R$ 121,14 ;R$ 24,24 ;R$ 96,90 ;R$ 18,16 ;6
7891106912747;30049069;20780;AFRIN ADULTO 30 ML;0,5mg sol nas fr spr 30ml;1;R$ 20,73 ;R$ 4,15 ;R$ 16,58 ;R$ 15,23 ;4
7891106912761;30049069;19705;AFRIN PED 20ML;fr 20ml ped;3;R$ 43,44 ;R$ 8,70 ;R$ 34,74 ;R$ 10,64 ;1
7897780200286;30049099;18047;AGUA BORICADA 100ML.RIOQUIMICA-;;4;R$ 5,20 ;R$ 0,00 ;R$ 5,20 ;R$ 1,90 ;35
7896902231313;30049099;17854;AGUA BORICADA 3% FARMAX 100ML;;5;R$ 6,50 ;R$ 0,00 ;R$ 6,50 ;R$ 1,43 ;44
7896902211544;30049099;17351;AGUA OXIG FARMAX 10 VOL C/ 100ML;;13;R$ 26,00 ;R$ 0,00 ;R$ 26,00 ;R$ 1,25 ;66
7896902210561;33059000;19467;AGUA OXIG. CREMOSA 20 VLS 90 ML - FARMAX;;1;R$ 1,50 ;R$ 0,00 ;R$ 1,50 ;R$ 0,84 ;7
7896902210608;33059000;19468;AGUA OXIG. CREMOSA 30 VLS 90 ML - FARMAX;;5;R$ 7,50 ;R$ 0,00 ;R$ 7,50 ;R$ 0,87 ;2
7896422532228;30043939;19348;AIXA;2+0,03mg cx 63 comp rev;1;R$ 126,62 ;R$ 25,32 ;R$ 101,30 ;R$ 87,01 ;2
7898148292936;30049063;14510;ALBENDAZOL 4%;10 ML;6;R$ 39,00 ;R$ 19,50 ;R$ 19,50 ;R$ 1,95 ;14
7899547527681;30049063;19365;ALBENDAZOL 400MG 5 CPS / GEN ALBENDAZOL;;8;R$ 251,92 ;R$ 125,92 ;R$ 126,00 ;R$ 7,32 ;45
7896004702452;30049063;21058;ALBENDAZOL SUSP 10ML;40mg sus fr 10ml;1;R$ 9,23 ;R$ 4,62 ;R$ 4,61 ;R$ 2,61 ;4
7896454300031;22071090;20763;ALCOOL 70% 1LT SANTA CRUZ-LITRO;;1;R$ 10,50 ;R$ 0,00 ;R$ 10,50 ;R$ 7,00 ;12
7896454300017;22071090;18069;ALCOOL SANTA CRUZ 92,8.A COMUM 1L;;4;R$ 30,00 ;R$ 0,00 ;R$ 30,00 ;R$ 7,50 ;37
7896454300024;22071090;18070;ALCOOL SANTA CRUZ 92,8.A COMUM 500ML;;2;R$ 9,00 ;R$ 0,00 ;R$ 9,00 ;R$ 4,00 ;6
7893454101644;30049059;21340;ALENDRONATO DE SODIO 70MG 4 COMP;70mg x 4 cpr;1;R$ 31,35 ;R$ 15,68 ;R$ 15,67 ;R$ 4,36 ;1
7891721013010;30049037;16294;ALGINAC;1+50+50+50MG CX 15 COMP;4;R$ 107,48 ;R$ 21,48 ;R$ 86,00 ;R$ 19,67 ;6
7891800002812;30059090;15653;ALGODAO;25G;1;R$ 1,90 ;R$ 0,00 ;R$ 1,90 ;R$ 1,71 ;6
7891899085048;30059019;21160;ALGODAO 50G CX N ESTERIL-MELHORMED;;3;R$ 10,50 ;R$ 0,00 ;R$ 10,50 ;R$ 2,41 ;3
7896224410717;56012110;19153;ALGODAO APOLO BOLAS 50 GR;;1;R$ 3,50 ;R$ 0,00 ;R$ 3,50 ;R$ 2,13 ;11
7896224410113;30059090;5999;ALGODAO HIDR.APOLO 25 GR.;HIDROFILO 25 GR APOLO.;1;R$ 1,90 ;R$ 0,00 ;R$ 1,90 ;R$ 1,31 ;128
7891142115492;30049099;15725;ALIVIUN ;GOTAS 30ML;4;R$ 136,00 ;R$ 27,20 ;R$ 108,80 ;R$ 24,78 ;11
7891058006716;30049069;7350;ALLEGRA D C/10 COMPR.;D C/10 COMPR.;2;R$ 106,10 ;R$ 21,22 ;R$ 84,88 ;R$ 39,32 ;4
7896658005046;30043939;16019;ALLESTRA 20 ;63 COMP;1;R$ 64,45 ;R$ 12,89 ;R$ 51,56 ;R$ 45,22 ;1
7898037080460;30049099;9039;ALMEIDA PRADO 46 C/60 COMPRIMIDOS;C/60 COMP.COMPLEXO HOMEOPATICO N.46;2;R$ 58,08 ;R$ 11,62 ;R$ 46,46 ;R$ 21,43 ;4
7899547503913;30049069;18376;ALOPURINOL;300mg cx 30 comp;1;R$ 29,91 ;R$ 14,96 ;R$ 14,95 ;R$ 8,26 ;4
7891317000912;30045050;20920;ALTA D 7000UI 8COMP;7000ui cx 8 comp rev;1;R$ 28,38 ;R$ 5,68 ;R$ 22,70 ;R$ 21,72 ;1
7891317000936;30045050;21374;ALTAD 50000 4 COMP;50000ui x 4 cpr rev;1;R$ 68,21 ;R$ 13,64 ;R$ 54,57 ;R$ 52,91 ;0
7898100243150;30039049;21330;AMBROL 30MG/5ML XPE ADU BAUNILHA/PESSEGO 100ML ;;3;R$ 70,83 ;R$ 35,40 ;R$ 35,43 ;R$ 3,31 ;2
7891058021665;30049069;122;ANADOR C/4 COMPR.;CX.128 X 4 = 512 COMP.  ***;60;R$ 105,00 ;R$ 52,80 ;R$ 52,20 ;R$ 1,25 ;417
7896181916062;30049042;17216;ANGIPRESS CD;25+12mg cx 30 comp;4;R$ 73,72 ;R$ 14,76 ;R$ 58,96 ;R$ 13,49 ;7
7896181916086;30049042;18082;ANGIPRESS CD;50+12,5mg cx 30 comp;1;R$ 28,53 ;R$ 5,71 ;R$ 22,82 ;R$ 20,89 ;1
7898040321512;30049079;15587;ANNITA 500MG 6 COMPRIMIDOS;6 COMPRIMIDOS;1;R$ 79,91 ;R$ 15,98 ;R$ 63,93 ;R$ 60,21 ;2
7896020160052;33072090;16986;ANTISEP PO TENYS PE BARUEL 100G ORIGINAL;;1;R$ 6,50 ;R$ 0,00 ;R$ 6,50 ;R$ 6,74 ;4
7896020153351;33049100;19894;ANTISEPT PO POLVILHO BARUEL 100G (1-UN);;1;R$ 6,50 ;R$ 0,00 ;R$ 6,50 ;R$ 3,86 ;0
7896658001789;30049099;8020;ANTUX XAROPE 120 ML.;XAROPE 120 ML. 0,6%;3;R$ 97,32 ;R$ 19,47 ;R$ 77,85 ;R$ 23,61 ;3
7895800400180;21069050;2350;ANUSOL HC SUP. C/6;;1;R$ 13,10 ;R$ 0,00 ;R$ 13,10 ;R$ 19,25 ;0
7896004700502;30045090;5322;APEVITIN BC SOL. 240 ML;BC SOLUCAO 240 ML.;6;R$ 221,64 ;R$ 110,82 ;R$ 110,82 ;R$ 9,30 ;4
7896112427773;30049069;21368;ARADOIS H 100/25MG C/90 COMP ;;1;R$ 144,40 ;R$ 28,88 ;R$ 115,52 ;R$ 99,23 ;0
7898096577840;30049079;17780;ARFLEX;200mg cx 6 cap ret.;2;R$ 68,07 ;R$ 13,62 ;R$ 54,45 ;R$ 24,50 ;1
7898133136634;30049099;18410;ARLIVRY 100ML 7MG CEREJA - NATULAB LABORATORIO LTD;;1;R$ 51,69 ;R$ 25,84 ;R$ 25,85 ;R$ 6,49 ;0
7898133136757;30049099;17485;ARLIVRY 7MG/ML; 100ML SABOR MEL;1;R$ 51,31 ;R$ 25,66 ;R$ 25,65 ;R$ 6,48 ;4
7896658004858;30049099;15203;ARTROLIVE;FR 30 CAP;1;R$ 89,91 ;R$ 17,98 ;R$ 71,93 ;R$ 66,12 ;0
7896658008115;30049099;16054;ARTROSIL 160 MG;10 CAPSULAS;1;R$ 26,00 ;R$ 5,20 ;R$ 20,80 ;R$ 19,04 ;1
7898949409519;34011190;20604;ASEPXIA SAB NEUTRO 90GR;;1;R$ 9,50 ;R$ 1,90 ;R$ 7,60 ;R$ 5,74 ;3
7898949409533;34011190;19796;ASEPXIA SABONETE ESFOLIANTE 90GR;;1;R$ 10,00 ;R$ 0,00 ;R$ 10,00 ;R$ 5,74 ;3
7896699023788;39249000;20226;ASPIRADOR NASAL  ROSA 7170;;1;R$ 7,60 ;R$ 0,00 ;R$ 7,60 ;R$ 6,49 ;2
7896714231198;30049047;18212;ASSEPTCARE;10mg sol top spray fr 50ml;2;R$ 40,62 ;R$ 20,32 ;R$ 20,30 ;R$ 5,52 ;7
7898148290772;30049042;15760;ATENOLOL;25MG;3;R$ 11,10 ;R$ 0,00 ;R$ 11,10 ;R$ 1,43 ;22
7898148290840;30049042;15481;ATENOLOL 50 MG;30 COMPRIMIDOS;6;R$ 156,42 ;R$ 78,24 ;R$ 78,18 ;R$ 4,76 ;27
7896004729442;30049069;21357;ATORVASTATINA 40MG 30 COMP;40mg ct c/3bl x 10cpr rev;1;R$ 137,68 ;R$ 68,84 ;R$ 68,84 ;R$ 37,32 ;0
7896026300216;30044990;1811;ATROVENTE GOTAS 20 ML          *;GTS 20 ML NEBULIZACAO;1;R$ 22,62 ;R$ 4,52 ;R$ 18,10 ;R$ 16,96 ;7
7897595903273;30049069;992;ATURGYL SPRAY NASAL 15 ML;ADULTO 15 ML (SANOFI);1;R$ 13,82 ;R$ 2,76 ;R$ 11,06 ;R$ 10,06 ;4
7896015518875;30043290;16342;AVAMYS;27,5mg spray nas 120 dos;1;R$ 53,53 ;R$ 10,71 ;R$ 42,82 ;R$ 39,67 ;3
8903855076034;30049079;21044;AZUKON MR 60COMP;6x10 tab;2;R$ 55,50 ;R$ 11,10 ;R$ 44,40 ;R$ 19,68 ;1
7896226500416;30049079;6389;BACTRIM C/20 COMPR;CX.C/20 COMPR;2;R$ 27,38 ;R$ 5,48 ;R$ 21,90 ;R$ 9,84 ;4
7896226500386;30049079;805;BACTRIM F. COMPR. C/10         *;F CX COM 10 COMPRIMIDOS;3;R$ 80,55 ;R$ 16,11 ;R$ 64,44 ;R$ 20,13 ;2
7898197931978;17049020;21324;BALA DE GENGIBRE COM LIMAO 40 G;;2;R$ 9,00 ;R$ 0,00 ;R$ 9,00 ;R$ 2,99 ;8
7896004817576;30049024;994;BALSAMO BENGUE GEL 20 G      (R);INCOLOR NAO GORDUROSO.;1;R$ 15,92 ;R$ 3,18 ;R$ 12,74 ;R$ 11,36 ;2
7896004817569;30049024;993;BALSAMO BENGUE POMADA 20 GR.;;3;R$ 49,38 ;R$ 9,87 ;R$ 39,51 ;R$ 11,74 ;3
7891010504755;30051090;14566;BAND-AID TRANSPARENTE;40 UNIDADES;3;R$ 15,87 ;R$ 0,00 ;R$ 15,87 ;R$ 5,69 ;13
7891010504779;30051090;14565;BAND-AID TRANSPARENTE 10 UNID.;10 UNIDADE;36;R$ 109,29 ;R$ 0,00 ;R$ 109,29 ;R$ 3,05 ;166
7897344202084;22042100;17407;BEB.VINHO GALIOTTO ;TINTO SUAVE 1X2 LT;1;R$ 32,55 ;R$ 6,51 ;R$ 26,04 ;R$ 30,91 ;0
7896714265858;30043210;19741;BECLONATO;5,0+2,0mg/ml sus inj x 1ml + ser;2;R$ 39,12 ;R$ 19,56 ;R$ 19,56 ;R$ 5,61 ;7
7897917001380;30049099;9701;BELSPAN COMPOSTO GOTAS BELFAR;BELFAR 20 ML.GOTAS;1;R$ 14,50 ;R$ 2,90 ;R$ 11,60 ;R$ 7,11 ;29
7891268402025;30049099;3472;BENALET C/12 PASTILHAS MEL-LIMAO;MEL LIMAO PFIZER;2;R$ 26,60 ;R$ 5,32 ;R$ 21,28 ;R$ 9,94 ;5
7891268402018;30049099;1362;BENALET C/12 PASTILHAS MENTA;MENTA PFIZER;1;R$ 13,30 ;R$ 0,00 ;R$ 13,30 ;R$ 9,94 ;8
7898158693129;30049039;16193;BENATUX;CX 12 PAST SB MENTA;5;R$ 80,75 ;R$ 21,00 ;R$ 59,75 ;R$ 4,57 ;14
7896094903036;30045090;13346;BENEGRIP;6 COMPRIMIDOS       ;39;R$ 357,63 ;R$ 71,37 ;R$ 286,26 ;R$ 6,68 ;40
7896094905825;30049045;21128;BENEGRIP MULTI 240ML;13,30+0,33+ 0,13mg sol or x 240ml;2;R$ 77,92 ;R$ 15,58 ;R$ 62,34 ;R$ 28,39 ;1
7897411610606;30049079;17759;BENICAR;20mg cx 30 comp;1;R$ 56,07 ;R$ 11,21 ;R$ 44,86 ;R$ 40,37 ;1
7897411611023;30049079;19036;BENICAR ANLO;40+5mg cx 30 comp rev;4;R$ 296,60 ;R$ 59,32 ;R$ 237,28 ;R$ 54,27 ;1
7897411611030;30049079;19874;BENICAR ANLO;40+10mg cx 30 comp rev;3;R$ 222,45 ;R$ 44,49 ;R$ 177,96 ;R$ 54,28 ;2
7897411610668;30049079;18700;BENICAR HCT;20+12,5mg cx 30 comp rev;2;R$ 123,60 ;R$ 24,72 ;R$ 98,88 ;R$ 42,26 ;2
7897411610675;30049079;18779;BENICAR HCT;40+12,5mg cx 30 comp rev;2;R$ 140,78 ;R$ 28,16 ;R$ 112,62 ;R$ 48,15 ;2
7897411610682;30049079;18985;BENICAR HCT;40+25mg cx 30 comp rev;3;R$ 211,17 ;R$ 42,24 ;R$ 168,93 ;R$ 48,15 ;1
7898014560077;30049021;18014;BENZODERM;sabonete 60g;1;R$ 13,78 ;R$ 6,89 ;R$ 6,89 ;R$ 4,98 ;-1
7891106909631;33049990;19317;BEPANTOL BABY 100G;;1;R$ 43,74 ;R$ 8,75 ;R$ 34,99 ;R$ 30,13 ;0
7891106910248;33049990;20288;BEPANTOL BABY 120G-DEMAIS PROD;;1;R$ 47,25 ;R$ 9,45 ;R$ 37,80 ;R$ 24,99 ;2
7891106908221;33049990;19378;BEPANTOL BABY 60G;;1;R$ 25,69 ;R$ 5,14 ;R$ 20,55 ;R$ 17,34 ;2
7891106907286;33049990;17583;BEPANTOL DERMA CREME 20G;derma creme bg 20g;2;R$ 51,09 ;R$ 5,14 ;R$ 45,95 ;R$ 15,79 ;1
7891106908801;33049990;21312;BEPANTOL DERMA PROTETOR LABIAL 4,5G;;2;R$ 52,14 ;R$ 5,21 ;R$ 46,93 ;R$ 16,75 ;0
7896026302784;30049039;18299;BEROTEC;2mg sol aer tb 10ml+bocal;1;R$ 25,06 ;R$ 5,01 ;R$ 20,05 ;R$ 18,65 ;2
7896026300247;30049039;1814;BEROTEC GOTAS 20 ML            *;GTS 20 ML NEBULIZACAO;2;R$ 14,84 ;R$ 2,96 ;R$ 11,88 ;R$ 5,52 ;3
7899547504835;30049069;18456;BESILATO DE ANLODIPINO;5 mg cx 30 comp;1;R$ 24,26 ;R$ 12,13 ;R$ 12,13 ;R$ 4,04 ;10
7891721277450;30049069;21283;BESILATO DE ANLODIPINO 10MG 30 COMP;10mg 3bl x 10cpr;2;R$ 102,06 ;R$ 51,04 ;R$ 51,02 ;R$ 10,83 ;0
7897917001168;30049077;7856;BETACORTAZOL CREME 30 GRS;BELFAR 30 GRS (NOVACORT);8;R$ 309,76 ;R$ 154,88 ;R$ 154,88 ;R$ 7,99 ;-9
7896658016585;30049069;19051;BETADINE;24mg cx 30 comp;1;R$ 28,30 ;R$ 5,66 ;R$ 22,64 ;R$ 20,59 ;3
7891317103323;30043999;18423;BETATRINTA INJ 1ML SEG;;6;R$ 126,00 ;R$ 25,20 ;R$ 100,80 ;R$ 15,19 ;2
7899095203266;30049077;18969;BETRICORT;creme bg 30g;12;R$ 245,16 ;R$ 122,54 ;R$ 122,62 ;R$ 5,31 ;17
7896006248927;30043999;18875;BETROSPAM;sus inj cx 1amp x 1ml;14;R$ 276,64 ;R$ 138,32 ;R$ 138,32 ;R$ 7,02 ;8
7896902206465;30049099;19398;BICARBONATO DE SODIO MEDIC 80G-FARMAX;;8;R$ 16,00 ;R$ 0,00 ;R$ 16,00 ;R$ 1,66 ;15
7896658014321;30049037;20188;BIOFENAC;11,6mg/g sol ser tb x 60g;3;R$ 66,66 ;R$ 13,32 ;R$ 53,34 ;R$ 16,17 ;3
7898277712572;21069030;18507;BIOPANTOVIT BOLDO C/60 FLAC 10ML - ART.N;;2;R$ 187,00 ;R$ 93,50 ;R$ 93,50 ;R$ 20,99 ;6
7896004810140;30042029;5526;BISMU JET SOL 20ML.;VD C/20 ML.;1;R$ 27,22 ;R$ 5,44 ;R$ 21,78 ;R$ 10,28 ;15
7895800447543;17041000;19496;BOMB CHICLE CLORETS HORTELA 100UN (1-CX);;1;R$ 24,12 ;R$ 4,82 ;R$ 19,30 ;R$ 16,16 ;4
7898148299010;30044990;14458;BROMETO DE IPATROPIO;SOL NAS FR 20ML;4;R$ 41,24 ;R$ 20,64 ;R$ 20,60 ;R$ 2,63 ;51
7898148293995;30049039;14457;BROMIDRATO DE FENOTEROL 5MG/ML;SOLU��O ORAL;1;R$ 4,61 ;R$ 2,31 ;R$ 2,30 ;R$ 3,30 ;27
7898148298587;30049045;15699;BROMOPRIDA;COMP ;3;R$ 70,56 ;R$ 35,28 ;R$ 35,28 ;R$ 5,52 ;47
7898148298747;30049045;15887;BROMOPRIDA;4MG/ML SOL ORAL FR 20ML;1;R$ 20,83 ;R$ 10,41 ;R$ 10,42 ;R$ 5,19 ;15
7895296210744;30049045;17624;BROMOPRIDA;4mg sol oral fr 20ml+cgt;1;R$ 15,42 ;R$ 7,71 ;R$ 7,71 ;R$ 4,38 ;3
7896641804120;30029092;18767;BRONCHO-VAXOM;3,5mg po gran cx 30 saches;1;R$ 153,19 ;R$ 30,64 ;R$ 122,55 ;R$ 112,66 ;0
7896658002120;30049099;1340;BRONDILAT XAROPE PED. 120 ML   *;PEDIATRICO 120 ML;1;R$ 29,28 ;R$ 5,86 ;R$ 23,42 ;R$ 21,43 ;7
7891010245153;30043999;8170;BUDECORT AQUA 64 MCG.C/120 DOSES;64 MCG NASAL C/120 DOSES;1;R$ 58,01 ;R$ 11,60 ;R$ 46,41 ;R$ 42,81 ;6
7899640806539;30049099;21198;BUONA 150MG 30 CAP;150mg cx 30 cap;1;R$ 105,22 ;R$ 21,04 ;R$ 84,18 ;R$ 78,34 ;1
7896472513284;30049029;18485;BUPROVIL;300mg cx 20 comp;3;R$ 47,58 ;R$ 19,02 ;R$ 28,56 ;R$ 3,39 ;3
7896026303002;30049029;18231;BUSCOFEM;400mg cx 10 cap;4;R$ 89,08 ;R$ 17,80 ;R$ 71,28 ;R$ 16,72 ;5
7896026307277;30044990;1827;"BUSCOPAN 10 MG C/20 DR.""""SIMPLES""""";"C/20 DR""SIMPLES""""";1;R$ 14,21 ;R$ 2,84 ;R$ 11,37 ;R$ 10,09 ;-1
7896026301428;30044990;8559;BUSCOPAN COMPOSTO COMP.REVESTIDO;COMPR REV C/2BL X 10;14;R$ 206,78 ;R$ 41,30 ;R$ 165,48 ;R$ 10,76 ;-20
7795304000056;30044990;1829;BUSCOPAN PLUS C/20;PLUS COMPR C/20;2;R$ 45,14 ;R$ 9,02 ;R$ 36,12 ;R$ 17,43 ;2
7896181915171;30043999;15898;BUSONID 32MCG;6 ML;2;R$ 44,96 ;R$ 9,00 ;R$ 35,96 ;R$ 15,24 ;4
7896181907176;30043999;13705;BUSONID 50MCG AQUOSO NASAL 120 DOSES;50MCG SUSP AQU NASAL X120DS                       ;3;R$ 99,03 ;R$ 19,80 ;R$ 79,23 ;R$ 22,38 ;3
7897129300059;30045090;460;CAMOMILINA C (20 CAPS);20 CAPS;3;R$ 134,04 ;R$ 26,82 ;R$ 107,22 ;R$ 39,42 ;-1
7896658001116;30049077;1363;CANDICORT CREME DERM. 30 G;;1;R$ 29,79 ;R$ 5,96 ;R$ 23,83 ;R$ 21,68 ;1
7896658001123;30049077;1364;CANDICORT POMADA DERM. 30 G;;1;R$ 29,79 ;R$ 5,96 ;R$ 23,83 ;R$ 21,68 ;-1
7896004704654;30049019;21051;CAPTOPRIL 5MG 30 COMP;25mg cx 30 comp;1;R$ 29,89 ;R$ 14,95 ;R$ 14,94 ;R$ 4,87 ;-1
47400179240;82122010;7961;CARGA MACH 3 C/2;GILLETE MACH 3 C/2;3;R$ 27,96 ;R$ 0,00 ;R$ 27,96 ;R$ 14,11 ;14
47400179660;82122010;8312;CARGA MACH 3 C/4;GILLETE MACH 3 C/4;1;R$ 35,00 ;R$ 0,00 ;R$ 35,00 ;R$ 26,11 ;1
7898173560024;33051000;7547;CASPIOL 100 ML SHAMPOO;AROMA FLOR DO CAMPO  100 ML;1;R$ 4,12 ;R$ 0,00 ;R$ 4,12 ;R$ 5,50 ;14
7896658002205;30044990;1568;CEFALIUM COMPR. C/12;;1;R$ 21,58 ;R$ 4,32 ;R$ 17,26 ;R$ 16,26 ;2
