Cod. Barras;NCM;Codigo;Produto;Apresentacao;Quantidade;Total Bruto;Desconto;Total Liquido;Ulti. Compra;Saldo Atual
7897322709420;30045050;19437;ADDERA D3;1.000ui comp rev x 30;2;R$ 85,70 ;R$ 17,14 ;R$ 68,56 ;R$ 31,90 ;2
7897322709475;30045050;20796;ADDERA D3 7000 10 COMP;7.000ui cx 10 comp rev;2;R$ 92,66 ;R$ 18,54 ;R$ 74,12 ;R$ 39,54 ;1
7896658021688;30049099;19347;ADIPEPT;20mg cx 28 comp rev;1;R$ 59,87 ;R$ 11,97 ;R$ 47,90 ;R$ 29,41 ;1
7891045043564;30049029;19249;ADVIL;400mg cx 8 cap (NAC);4;R$ 74,20 ;R$ 14,84 ;R$ 59,36 ;R$ 13,05 ;1
7896269900150;30049039;581;AEROLIN SPRAY C/200 DOSES     *;SPRAY C/200 DOSES;2;R$ 77,42 ;R$ 15,48 ;R$ 61,94 ;R$ 18,16 ;6
7891106912761;30049069;19705;AFRIN PED 20ML;fr 20ml ped;1;R$ 13,86 ;R$ 2,77 ;R$ 11,09 ;R$ 10,64 ;1
7896902231313;30049099;17854;AGUA BORICADA 3% FARMAX 100ML;;11;R$ 14,30 ;R$ 0,00 ;R$ 14,30 ;R$ 1,43 ;44
7896902211544;30049099;17351;AGUA OXIG FARMAX 10 VOL C/ 100ML;;4;R$ 8,00 ;R$ 0,00 ;R$ 8,00 ;R$ 1,25 ;66
7896902210561;33059000;19467;AGUA OXIG. CREMOSA 20 VLS 90 ML - FARMAX;;1;R$ 1,50 ;R$ 0,00 ;R$ 1,50 ;R$ 0,84 ;7
7896902210646;33059000;19469;AGUA OXIG. CREMOSA 40 VLS 90 ML - FARMAX;;1;R$ 1,50 ;R$ 0,00 ;R$ 1,50 ;R$ 12,45 ;2
7891317144166;21069030;21095;AIDE 3 10ML;200ui sol or fr 10ml;1;R$ 37,43 ;R$ 3,74 ;R$ 33,69 ;R$ 27,73 ;1
7896422532228;30043939;19348;AIXA;2+0,03mg cx 63 comp rev;1;R$ 121,36 ;R$ 24,27 ;R$ 97,09 ;R$ 87,01 ;2
7898148292936;30049063;14510;ALBENDAZOL 4%;10 ML;5;R$ 32,15 ;R$ 16,05 ;R$ 16,10 ;R$ 1,95 ;14
7899547527681;30049063;19365;ALBENDAZOL 400MG 5 CPS / GEN ALBENDAZOL;;7;R$ 211,33 ;R$ 105,66 ;R$ 105,67 ;R$ 7,32 ;45
7898396960199;22089000;21109;ALCOOL 70 1L MEGA QUIMICA;;4;R$ 46,00 ;R$ 6,90 ;R$ 39,10 ;R$ 6,99 ;0
7898051681032;22071090;20274;ALCOOL 92.8% 1 LTR;;2;R$ 24,00 ;R$ 2,40 ;R$ 21,60 ;R$ 7,96 ;7
7898396960106;22071090;20490;ALCOOL 92.8. 500 ML NEUTRO MEGA QUIMICA;;3;R$ 22,50 ;R$ 0,00 ;R$ 22,50 ;R$ 4,99 ;5
7896641807770;30049099;20208;ALEKTOS;20mg cx 30 comp;3;R$ 282,39 ;R$ 56,49 ;R$ 225,90 ;R$ 70,94 ;0
7898505092506;30043939;21075;ALGESTONA ACETOFENIDA+ENANTATO DE ESTRADIOL;150+10 mg/ml sol inj x 1ml;4;R$ 45,52 ;R$ 17,07 ;R$ 28,45 ;R$ 3,87 ;3
7891721013010;30049037;16294;ALGINAC;1+50+50+50MG CX 15 COMP;5;R$ 128,85 ;R$ 25,75 ;R$ 103,10 ;R$ 19,67 ;6
7896224410717;56012110;19153;ALGODAO APOLO BOLAS 50 GR;;3;R$ 10,50 ;R$ 0,00 ;R$ 10,50 ;R$ 2,13 ;11
7891899085406;30059019;20371;ALGODAO DISCO 35G NAO ESTERIL;;2;R$ 6,60 ;R$ 0,00 ;R$ 6,60 ;R$ 2,87 ;3
7896224410113;30059090;5999;ALGODAO HIDR.APOLO 25 GR.;HIDROFILO 25 GR APOLO.;5;R$ 9,50 ;R$ 0,00 ;R$ 9,50 ;R$ 1,31 ;128
7891060969504;82142000;19361;ALICATE CUTICULA MUNDIAL PROF - 777;;1;R$ 23,50 ;R$ 0,00 ;R$ 23,50 ;R$ 18,39 ;1
7891142115492;30049099;15725;ALIVIUN ;GOTAS 30ML;4;R$ 128,32 ;R$ 25,68 ;R$ 102,64 ;R$ 24,78 ;11
7891058006716;30049069;7350;ALLEGRA D C/10 COMPR.;D C/10 COMPR.;1;R$ 50,84 ;R$ 10,17 ;R$ 40,67 ;R$ 39,32 ;4
7891058004347;30049069;15875;ALLEGRA PEDIATRICO;60 ML;1;R$ 26,35 ;R$ 5,27 ;R$ 21,08 ;R$ 20,72 ;2
7896658005046;30043939;16019;ALLESTRA 20 ;63 COMP;1;R$ 61,78 ;R$ 12,36 ;R$ 49,42 ;R$ 45,22 ;1
7898037080460;30049099;9039;ALMEIDA PRADO 46 C/60 COMPRIMIDOS;C/60 COMP.COMPLEXO HOMEOPATICO N.46;6;R$ 167,04 ;R$ 33,42 ;R$ 133,62 ;R$ 21,43 ;4
7896422516945;30049069;19026;ALOPURINOL;300mg cx 30 comp;2;R$ 59,78 ;R$ 20,92 ;R$ 38,86 ;R$ 9,20 ;0
7896523207681;30039049;15744;AMBROXMEL;XAROPE 120ML;3;R$ 49,50 ;R$ 24,75 ;R$ 24,75 ;R$ 4,79 ;22
7891058021665;30049069;122;ANADOR C/4 COMPR.;CX.128 X 4 = 512 COMP.  ***;65;R$ 111,15 ;R$ 0,00 ;R$ 111,15 ;R$ 1,25 ;417
7896181916086;30049042;18082;ANGIPRESS CD;50+12,5mg cx 30 comp;2;R$ 54,68 ;R$ 10,94 ;R$ 43,74 ;R$ 20,89 ;1
7898040321420;30049079;15419;ANNITA 20 MG/ ML SUSPEN��O ORAL;45 ML;1;R$ 32,02 ;R$ 6,40 ;R$ 25,62 ;R$ 25,38 ;2
7896658001789;30049099;8020;ANTUX XAROPE 120 ML.;XAROPE 120 ML. 0,6%;1;R$ 31,10 ;R$ 6,22 ;R$ 24,88 ;R$ 23,61 ;3
7896004700502;30045090;5322;APEVITIN BC SOL. 240 ML;BC SOLUCAO 240 ML.;1;R$ 35,40 ;R$ 17,70 ;R$ 17,70 ;R$ 9,30 ;4
7896226101156;30049099;11482;APLAUSE 20 MG C/30 COMP;"""MARJAN""20MG C/30 COMP";2;R$ 190,34 ;R$ 38,06 ;R$ 152,28 ;R$ 73,60 ;0
7894916502962;30066000;13343;ARTEMIDIS 35 C/21 COMP.R;0,035MG+2MG 1BL X 21 COMP                         ;1;R$ 15,48 ;R$ 3,10 ;R$ 12,38 ;R$ 11,69 ;0
7896862910372;30049024;21132;AS-MED 100MG INFANTIL C/200 COMP ;;1;R$ 40,64 ;R$ 20,32 ;R$ 20,32 ;R$ 11,73 ;0
7898949409533;34011190;19796;ASEPXIA SABONETE ESFOLIANTE 90GR;;2;R$ 20,00 ;R$ 0,00 ;R$ 20,00 ;R$ 5,74 ;3
7896714231198;30049047;18212;ASSEPTCARE;10mg sol top spray fr 50ml;4;R$ 75,92 ;R$ 37,96 ;R$ 37,96 ;R$ 5,52 ;7
7898148290772;30049042;15760;ATENOLOL;25MG;2;R$ 7,14 ;R$ 1,78 ;R$ 5,36 ;R$ 1,43 ;22
7898049792979;30049042;17334;ATENOLOL;25mg cx 30 comp;3;R$ 21,27 ;R$ 10,62 ;R$ 10,65 ;R$ 1,35 ;5
7898148290840;30049042;15481;ATENOLOL 50 MG;30 COMPRIMIDOS;4;R$ 100,04 ;R$ 50,03 ;R$ 50,01 ;R$ 4,76 ;27
7896112125495;30049042;16274;ATENOLOL 50 MG;30COMP;2;R$ 39,46 ;R$ 19,74 ;R$ 19,72 ;R$ 4,03 ;12
7891317489403;30049069;21127;ATORVASTATINA CALCICA 40MG 30 COMP;40mg cx 30 comp rev;1;R$ 105,92 ;R$ 52,96 ;R$ 52,96 ;R$ 28,08 ;0
7896026300216;30044990;1811;ATROVENTE GOTAS 20 ML          *;GTS 20 ML NEBULIZACAO;4;R$ 86,72 ;R$ 17,36 ;R$ 69,36 ;R$ 16,96 ;7
7897595903273;30049069;992;ATURGYL SPRAY NASAL 15 ML;ADULTO 15 ML (SANOFI);2;R$ 26,50 ;R$ 5,30 ;R$ 21,20 ;R$ 10,06 ;4
7899420502378;30049069;19105;AVAL;320mg cx 30 comp rev;1;R$ 39,00 ;R$ 7,80 ;R$ 31,20 ;R$ 26,52 ;0
7896015518875;30043290;16342;AVAMYS;27,5mg spray nas 120 dos;1;R$ 51,30 ;R$ 10,26 ;R$ 41,04 ;R$ 39,67 ;3
7897917000826;30042079;5606;BACINA (NEOM.BACITR) 15GR POMADA;NEOMIC.BACITRAC. BELFAR 15 GR;3;R$ 53,25 ;R$ 26,64 ;R$ 26,61 ;R$ 2,99 ;5
7891010504755;30051090;14566;BAND-AID TRANSPARENTE;40 UNIDADES;5;R$ 26,45 ;R$ 0,00 ;R$ 26,45 ;R$ 5,69 ;13
7891010504779;30051090;14565;BAND-AID TRANSPARENTE 10 UNID.;10 UNIDADE;17;R$ 33,83 ;R$ 0,00 ;R$ 33,83 ;R$ 3,05 ;166
7897344201070;22042100;21134;BEB VINHO GALIOTTO TINTO 1L SECO VD;;4;R$ 92,00 ;R$ 18,40 ;R$ 73,60 ;R$ 16,99 ;0
7891268402025;30049099;3472;BENALET C/12 PASTILHAS MEL-LIMAO;MEL LIMAO PFIZER;1;R$ 12,76 ;R$ 2,55 ;R$ 10,21 ;R$ 9,94 ;5
7891268402018;30049099;1362;BENALET C/12 PASTILHAS MENTA;MENTA PFIZER;1;R$ 12,76 ;R$ 2,55 ;R$ 10,21 ;R$ 9,94 ;8
7898158693129;30049039;16193;BENATUX;CX 12 PAST SB MENTA;2;R$ 30,96 ;R$ 10,84 ;R$ 20,12 ;R$ 4,57 ;14
7896094903036;30045090;13346;BENEGRIP;6 COMPRIMIDOS       ;42;R$ 374,22 ;R$ 135,36 ;R$ 238,86 ;R$ 6,68 ;40
7897411610606;30049079;17759;BENICAR;20mg cx 30 comp;2;R$ 107,50 ;R$ 21,50 ;R$ 86,00 ;R$ 40,37 ;1
7897411611030;30049079;19874;BENICAR ANLO;40+10mg cx 30 comp rev;3;R$ 213,21 ;R$ 42,63 ;R$ 170,58 ;R$ 54,28 ;2
7897411610675;30049079;18779;BENICAR HCT;40+12,5mg cx 30 comp rev;1;R$ 67,48 ;R$ 13,50 ;R$ 53,98 ;R$ 48,15 ;2
7897411610682;30049079;18985;BENICAR HCT;40+25mg cx 30 comp rev;2;R$ 134,96 ;R$ 27,00 ;R$ 107,96 ;R$ 48,15 ;1
7897411611016;30049079;18157;BENICARANLO;20+5mg cx 30 comp rev;1;R$ 62,87 ;R$ 12,57 ;R$ 50,30 ;R$ 48,01 ;1
7891106908214;33049990;17798;BEPANTOL BABY BIS 30G;;1;R$ 20,00 ;R$ 0,00 ;R$ 20,00 ;R$ 11,02 ;0
7891106907286;33049990;17583;BEPANTOL DERMA CREME 20G;derma creme bg 20g;2;R$ 49,96 ;R$ 10,00 ;R$ 39,96 ;R$ 15,79 ;1
7891106908870;33049910;18828;BEPANTOL LIP CREAM;7,5 ml;1;R$ 24,60 ;R$ 4,92 ;R$ 19,68 ;R$ 15,81 ;0
7896026300247;30049039;1814;BEROTEC GOTAS 20 ML            *;GTS 20 ML NEBULIZACAO;1;R$ 7,12 ;R$ 1,42 ;R$ 5,70 ;R$ 5,52 ;3
7899547504842;30049069;18377;BESILATO DE ANLODIPINO;10mg cx 30 comp;3;R$ 133,65 ;R$ 66,83 ;R$ 66,82 ;R$ 8,41 ;2
7899547504835;30049069;18456;BESILATO DE ANLODIPINO;5 mg cx 30 comp;1;R$ 23,98 ;R$ 11,99 ;R$ 11,99 ;R$ 4,04 ;10
7896658016585;30049069;19051;BETADINE;24mg cx 30 comp;1;R$ 27,83 ;R$ 5,57 ;R$ 22,26 ;R$ 20,59 ;3
7891317103323;30043999;18423;BETATRINTA INJ 1ML SEG;;2;R$ 40,26 ;R$ 8,06 ;R$ 32,20 ;R$ 15,19 ;2
7899095203266;30049077;18969;BETRICORT;creme bg 30g;14;R$ 395,22 ;R$ 197,68 ;R$ 197,54 ;R$ 5,31 ;17
7896902210165;30049099;20376;BICARBONATO DE SODIO 100G.POTE FARMAX--;;2;R$ 9,00 ;R$ 0,00 ;R$ 9,00 ;R$ 3,00 ;3
7896902206465;30049099;19398;BICARBONATO DE SODIO MEDIC 80G-FARMAX;;3;R$ 6,00 ;R$ 0,00 ;R$ 6,00 ;R$ 1,66 ;15
7896902210202;21069090;18510;BICARBONATO SODIO PO FARMAX 80G - FARMX;;1;R$ 1,50 ;R$ 0,00 ;R$ 1,50 ;R$ 1,50 ;13
7896006207290;30049099;21061;BIO C ZINCO X 10 COM EFEV ;;6;R$ 99,00 ;R$ 49,50 ;R$ 49,50 ;R$ 5,58 ;2
7898277712718;21069030;18282;BIO PANTOVIT BOLDO 150 ML ART;;2;R$ 2,00 ;R$ 0,00 ;R$ 2,00 ;R$ 6,91 ;9
7896658014321;30049037;20188;BIOFENAC;11,6mg/g sol ser tb x 60g;1;R$ 21,30 ;R$ 4,26 ;R$ 17,04 ;R$ 16,17 ;3
7898277712572;21069030;18507;BIOPANTOVIT BOLDO C/60 FLAC 10ML - ART.N;;2;R$ 187,00 ;R$ 93,50 ;R$ 93,50 ;R$ 20,99 ;6
7898216360352;30043999;14244;BIPROSLAN;1ML AMP+SER;2;R$ 39,04 ;R$ 19,52 ;R$ 19,52 ;R$ 6,81 ;4
7896004810140;30042029;5526;BISMU JET SOL 20ML.;VD C/20 ML.;1;R$ 26,09 ;R$ 13,04 ;R$ 13,05 ;R$ 10,28 ;15
7891317496753;30049079;21101;BISSULFATO DE CLOPIDOGREL 75MG 30 COMP;75mg cx 30 comp rev;1;R$ 100,53 ;R$ 50,26 ;R$ 50,27 ;R$ 26,66 ;1
3662042000249;34013000;18406;BLEPHAGEL GEL 40G;;1;R$ 107,35 ;R$ 21,47 ;R$ 85,88 ;R$ 75,15 ;0
7896186001534;33049990;18228;BLOQUEADOR SOLAR LABIAL LABY MORANGO FPS 30 4.5G;;1;R$ 12,00 ;R$ 0,00 ;R$ 12,00 ;R$ 9,50 ;1
7897917003506;30049099;16393;BOLDO BELFAR;fr 100ml;1;R$ 20,86 ;R$ 10,43 ;R$ 10,43 ;R$ 3,29 ;3
7896788001116;39123119;20941;BOLSA TERM GEL QUENTE FRIO 300ML;;1;R$ 9,60 ;R$ 0,00 ;R$ 9,60 ;R$ 5,77 ;3
7891008209013;18069000;19822;BOMB BOMBOM GAROTO SORTIDO 300G (1-UN);;5;R$ 41,15 ;R$ 0,00 ;R$ 41,15 ;R$ 7,99 ;0
7895800400159;21069050;19959;BOMB CHICLE TRIDENT HORTELA C-21UN (1-DP);;1;R$ 29,50 ;R$ 0,00 ;R$ 29,50 ;R$ 18,91 ;3
7894916509336;30049099;20083;BRASART BCC;320+10mg cx 30 comp rev;1;R$ 66,88 ;R$ 13,38 ;R$ 53,50 ;R$ 54,19 ;0
7894916512480;30049069;20500;BRASART HCT 160 12,5MG C 90 COMP;;2;R$ 241,12 ;R$ 48,22 ;R$ 192,90 ;R$ 87,21 ;0
7898148299010;30044990;14458;BROMETO DE IPATROPIO;SOL NAS FR 20ML;3;R$ 29,70 ;R$ 14,85 ;R$ 14,85 ;R$ 2,63 ;51
7898917593486;30049045;20832;BROMOPRIDA GOTAS 20ML;4mg/ml sol or fr gts 20ml;1;R$ 14,98 ;R$ 7,49 ;R$ 7,49 ;R$ 2,51 ;0
7896641804830;30029092;16147;BRONCHO-VAXOM 7MG;10 CAPSULAS;2;R$ 151,46 ;R$ 15,15 ;R$ 136,31 ;R$ 55,70 ;2
7896658002113;30049099;1339;BRONDILAT XAROPE 120 ML        *;"ADULTO 120 ML""ACHE""";1;R$ 33,14 ;R$ 6,63 ;R$ 26,51 ;R$ 26,40 ;3
7891058019365;30049099;19390;BUCLINA;25mg cx 30 comp;1;R$ 14,21 ;R$ 2,84 ;R$ 11,37 ;R$ 11,17 ;4
7896472513307;30049029;19084;BUPROVIL;600mg cx 20 comp;1;R$ 19,46 ;R$ 9,73 ;R$ 9,73 ;R$ 6,14 ;0
7896026301428;30044990;8559;BUSCOPAN COMPOSTO COMP.REVESTIDO;COMPR REV C/2BL X 10;18;R$ 254,88 ;R$ 42,73 ;R$ 212,15 ;R$ 10,76 ;-20
7896181915188;30043999;16195;BUSONID 64 MCG;6ML;1;R$ 43,08 ;R$ 8,62 ;R$ 34,46 ;R$ 33,05 ;2
7895858017156;30045090;3956;CALMAN C/20 DRAG.;"""POPULAR""";1;R$ 27,78 ;R$ 5,56 ;R$ 22,22 ;R$ 26,24 ;6
7896658001123;30049077;1364;CANDICORT POMADA DERM. 30 G;;4;R$ 112,32 ;R$ 22,48 ;R$ 89,84 ;R$ 21,68 ;-1
7898148290512;30049069;15482;CAPTOPRIL 25 MG ;30 COMPRIMIDOS;1;R$ 6,30 ;R$ 0,00 ;R$ 6,30 ;R$ 1,54 ;30
47400179240;82122010;7961;CARGA MACH 3 C/2;GILLETE MACH 3 C/2;1;R$ 9,32 ;R$ 0,00 ;R$ 9,32 ;R$ 14,11 ;14
47400179660;82122010;8312;CARGA MACH 3 C/4;GILLETE MACH 3 C/4;1;R$ 35,00 ;R$ 7,00 ;R$ 28,00 ;R$ 26,11 ;1
7898173560024;33051000;7547;CASPIOL 100 ML SHAMPOO;AROMA FLOR DO CAMPO  100 ML;1;R$ 4,12 ;R$ 0,00 ;R$ 4,12 ;R$ 5,50 ;14
7891024123560;33061000;17642;CD COLGATE SENSIT ;50G PRO ALIVIO;1;R$ 10,71 ;R$ 0,00 ;R$ 10,71 ;R$ 7,06 ;7
7896658001079;30044990;2704;CEFALIV COMPR. C/12;"""ACHE""";4;R$ 62,76 ;R$ 9,42 ;R$ 53,34 ;R$ 12,34 ;3
7896006240990;30049099;11825;CELESTRAT C/15 COMPR.;C/15 COMPR.;5;R$ 72,00 ;R$ 36,00 ;R$ 36,00 ;R$ 4,27 ;16
7899095201941;30049069;19100;CELETIL;2+0,25mg/5ml xpe fr 120ml;1;R$ 30,90 ;R$ 15,45 ;R$ 15,45 ;R$ 5,45 ;4
7896548140284;30049099;2161;CERUMIN SOL. OTOL. 8 ML;OTOLOGICO 8 ML;1;R$ 12,68 ;R$ 2,54 ;R$ 10,14 ;R$ 10,24 ;3
7896422507295;30049029;19545;CETOPROFENO;100mg cx 20 comp;1;R$ 34,88 ;R$ 6,98 ;R$ 27,90 ;R$ 18,43 ;3
7891317001483;30049029;21092;CETOPROFENO GOTAS 20ML EUROFARMA;20mg/ml sol or fr got 20ml;1;R$ 16,70 ;R$ 8,35 ;R$ 8,35 ;R$ 4,83 ;-1
7897595900715;30045090;2110;CEWIN COMPR. C/30              *;COMPR C/30;1;R$ 25,94 ;R$ 5,19 ;R$ 20,75 ;R$ 20,66 ;7
7897595900708;30045090;2111;CEWIN GOTAS 20 ML              *;GTS 20 ML;2;R$ 25,78 ;R$ 5,16 ;R$ 20,62 ;R$ 10,27 ;5
7896699022460;39269040;20926;CHUP BORB SILIC ORTO T2 AZ ;;1;R$ 8,30 ;R$ 0,00 ;R$ 8,30 ;R$ 5,59 ;1
7896699029643;39269040;20928;CHUP OCEANO MASTER SIL ORTO T2 AZ ;;2;R$ 19,80 ;R$ 0,00 ;R$ 19,80 ;R$ 7,75 ;3
7896699029650;39269040;21033;CHUP OCEANO MASTER SIL ORTO T2 RS BL5615;;1;R$ 11,90 ;R$ 0,00 ;R$ 11,90 ;R$ 7,83 ;1
7896699021746;39269040;20353;CHUPETA ZOO BONA SIL RED T1 AZUL 4811-01-AZ;;1;R$ 6,45 ;R$ 0,00 ;R$ 6,45 ;R$ 5,00 ;6
7896382703973;30049099;11761;CIALIS 20 MG.C/4 COMPR.;20 MG.C/4 COMPR.;1;R$ 219,01 ;R$ 43,80 ;R$ 175,21 ;R$ 152,41 ;0
7896006234067;30043939;16191;CICLO 21;0,15+0,03MG CX 21 COMP;13;R$ 95,03 ;R$ 17,52 ;R$ 77,51 ;R$ 3,86 ;34
7896181925859;30049069;21105;CILOSTAZOL 100MG C/30 COMP BIO-GENERICO;;1;R$ 33,36 ;R$ 6,67 ;R$ 26,69 ;R$ 19,30 ;0
7896523200569;30039055;17990;CIMEGRIPE;400+4+4mg cx 100 cap;4;R$ 395,08 ;R$ 256,80 ;R$ 138,28 ;R$ 12,49 ;21
7896523206110;30039049;8912;CIMELIDE C/12 COMPR.(NIMESULIDA);NIMESULIDA CIMED;41;R$ 649,03 ;R$ 324,72 ;R$ 324,31 ;R$ 2,52 ;71
7891721020506;30045030;16350;CITONEURIN;5000mg  sol inj  x 3 amp x 1ml;1;R$ 14,14 ;R$ 2,83 ;R$ 11,31 ;R$ 10,40 ;7
7896714226705;30049067;16367;CITRATO DE SILDENAFILA;50mg cx 4 comp;18;R$ 424,80 ;R$ 165,20 ;R$ 259,60 ;R$ 3,32 ;48
7891317477608;30049079;21081;CITRATO DE SILDENAFILA  50MG  COMP;50mg cx 8 comp rev;10;R$ 1.221,50 ;R$ 610,74 ;R$ 610,76 ;R$ 4,11 ;4
