Cod. Barras;NCM;Codigo;Produto;Apresentacao;Quantidade;Total Bruto;Desconto;Total Liquido;Ulti. Compra;Saldo Atual
7891010010546;96190000;3758;ABS.OB MEDIO C/10;OB MEDIO C/10;2;R$ 13,00 ;R$ 0,00 ;R$ 13,00 ;R$ 7,12 ;22
7500435127226;96190000;20821;ABSORV BASICO SECA C/ABAS ALWAYS 8UN;;4;R$ 14,00 ;R$ 0,00 ;R$ 14,00 ;R$ 2,70 ;4
7500435127264;96190000;20822;ABSORV BASICO SECA S/ABAS ALWAYS 8UN;;2;R$ 7,00 ;R$ 0,00 ;R$ 7,00 ;R$ 2,38 ;-1
7500435127240;96190000;20916;ABSORV BASICO SUAVE C/ABAS ALWAYS 8UN;;4;R$ 14,00 ;R$ 0,00 ;R$ 14,00 ;R$ 2,50 ;2
7899095233027;30049039;16428;ACEBROFILINA;xpe fr 120ml adu;8;R$ 230,56 ;R$ 115,28 ;R$ 115,28 ;R$ 8,11 ;63
7896004710495;30049099;17859;ACEBROFILINA;50 mg xpe fr 120ml;2;R$ 56,04 ;R$ 28,02 ;R$ 28,02 ;R$ 8,18 ;2
7896112191490;30049069;20677;ACEBROFILINA 5MG XPE 120ML;5mg/ml xpe fr 120ml+cop;1;R$ 20,29 ;R$ 10,14 ;R$ 10,15 ;R$ 5,36 ;4
7896523209111;30039049;15909;ACEBROFILINA ADULTO;120 ML;5;R$ 84,75 ;R$ 16,94 ;R$ 67,81 ;R$ 6,78 ;18
7896862980153;30049099;20835;ACEBROFILINA PED. 120ML;5mg/ml xpe fr 120ml+cm;8;R$ 172,08 ;R$ 75,32 ;R$ 96,76 ;R$ 6,14 ;1
7898049795260;30049037;18977;ACECLOFENACO;100mg cx 12 comp rev;1;R$ 29,50 ;R$ 14,75 ;R$ 14,75 ;R$ 6,57 ;5
7893454300115;30049019;4682;ACERATUM GOTAS;10 ML-DE;2;R$ 32,82 ;R$ 16,40 ;R$ 16,42 ;R$ 4,68 ;15
7898148294596;30043999;17810;ACETATO DE DEXAMETASONA;1mg/g creme derm bg 10g;1;R$ 9,00 ;R$ 4,50 ;R$ 4,50 ;R$ 2,61 ;9
7894916143400;30049099;18491;ACETILCISTEINA;20mg xpe fr 120ml inf;1;R$ 25,83 ;R$ 12,92 ;R$ 12,91 ;R$ 8,00 ;0
7898148293490;30043999;14455;ACETONIDA DE TRIANCINOLONA 1MG/G;POMADA BUCAL;8;R$ 94,24 ;R$ 41,23 ;R$ 53,01 ;R$ 3,68 ;33
7891721023477;30049069;19943;ACICLOVIR;200mg fr 25 comp;3;R$ 308,70 ;R$ 154,35 ;R$ 154,35 ;R$ 17,29 ;8
7896004714011;30049079;20909;ACICLOVIR CREME 10G;50mg creme bg 10g;5;R$ 105,50 ;R$ 52,75 ;R$ 52,75 ;R$ 5,11 ;0
7896112128847;30049069;20962;ACICLOVIR CREME 10G;50mg/g creme derm bg 10g;4;R$ 86,64 ;R$ 43,32 ;R$ 43,32 ;R$ 4,10 ;8
7896004720876;30049099;18171;ACIDO MEFENAMICO;500mg cx 24 comp;1;R$ 19,59 ;R$ 9,80 ;R$ 9,79 ;R$ 5,08 ;4
7896181911517;30049039;19915;ACIDO MEFENAMICO;500mg cx 24 comp;4;R$ 76,88 ;R$ 38,44 ;R$ 38,44 ;R$ 7,52 ;1
7896004723020;30049099;20221;ACIDO TRANEXAMICO;250mg cx 1bl x 12 comp;2;R$ 78,34 ;R$ 19,58 ;R$ 58,76 ;R$ 16,74 ;0
7896422515122;30045090;16010;ADAPALENO;GEL 30GR;1;R$ 50,20 ;R$ 15,06 ;R$ 35,14 ;R$ 15,86 ;1
7897322709468;30045050;18505;ADDERA D3;7.000ui comp rev x 4;1;R$ 25,42 ;R$ 5,08 ;R$ 20,34 ;R$ 22,35 ;6
7897322709529;30045050;18506;ADDERA D3;50.000ui comp rev x 4;1;R$ 133,49 ;R$ 26,70 ;R$ 106,79 ;R$ 80,53 ;1
7897322709420;30045050;19437;ADDERA D3;1.000ui comp rev x 30;1;R$ 41,60 ;R$ 8,32 ;R$ 33,28 ;R$ 31,90 ;2
7897322709475;30045050;20796;ADDERA D3 7000 10 COMP;7.000ui cx 10 comp rev;3;R$ 136,78 ;R$ 27,36 ;R$ 109,42 ;R$ 39,54 ;1
7896658021688;30049099;19347;ADIPEPT;20mg cx 28 comp rev;1;R$ 59,87 ;R$ 11,97 ;R$ 47,90 ;R$ 29,41 ;1
7891045043564;30049029;19249;ADVIL;400mg cx 8 cap (NAC);4;R$ 74,20 ;R$ 14,84 ;R$ 59,36 ;R$ 13,05 ;1
7896269900150;30049039;581;AEROLIN SPRAY C/200 DOSES     *;SPRAY C/200 DOSES;1;R$ 38,71 ;R$ 7,74 ;R$ 30,97 ;R$ 18,16 ;6
7896269900075;30049039;582;AEROLIN XAROPE 120 ML          *;XPE C/120 ML;1;R$ 10,55 ;R$ 2,11 ;R$ 8,44 ;R$ 7,66 ;3
7891106912761;30049069;19705;AFRIN PED 20ML;fr 20ml ped;1;R$ 13,86 ;R$ 2,77 ;R$ 11,09 ;R$ 10,64 ;1
7898158690517;30039029;9398;AFTINE 20 ML.;AFTINE 20 ML. CIFARMA;1;R$ 25,55 ;R$ 12,78 ;R$ 12,77 ;R$ 6,54 ;2
7896902211544;30049099;17351;AGUA OXIG FARMAX 10 VOL C/ 100ML;;1;R$ 2,00 ;R$ 0,00 ;R$ 2,00 ;R$ 1,25 ;66
7896902210646;33059000;19469;AGUA OXIG. CREMOSA 40 VLS 90 ML - FARMAX;;3;R$ 4,50 ;R$ 0,00 ;R$ 4,50 ;R$ 12,45 ;2
7898148292936;30049063;14510;ALBENDAZOL 4%;10 ML;12;R$ 77,16 ;R$ 38,64 ;R$ 38,52 ;R$ 1,95 ;14
7899547527681;30049063;19365;ALBENDAZOL 400MG 5 CPS / GEN ALBENDAZOL;;18;R$ 543,60 ;R$ 271,80 ;R$ 271,80 ;R$ 7,32 ;45
7896454300031;22071090;20763;ALCOOL 70% 1LT SANTA CRUZ-LITRO;;1;R$ 10,50 ;R$ 0,00 ;R$ 10,50 ;R$ 7,00 ;12
7898051681032;22071090;20274;ALCOOL 92.8% 1 LTR;;1;R$ 12,00 ;R$ 2,40 ;R$ 9,60 ;R$ 7,96 ;7
7891268100211;30043220;15049;ALDACTONE;25MG CX 30 COMP;1;R$ 32,29 ;R$ 6,46 ;R$ 25,83 ;R$ 24,22 ;1
7891721013010;30049037;16294;ALGINAC;1+50+50+50MG CX 15 COMP;4;R$ 103,08 ;R$ 20,60 ;R$ 82,48 ;R$ 19,67 ;6
7896224410717;56012110;19153;ALGODAO APOLO BOLAS 50 GR;;4;R$ 14,00 ;R$ 0,00 ;R$ 14,00 ;R$ 2,13 ;11
7891800198102;30059019;17680;ALGODAO BOLAS 50G CREMER ;CX 40PC;1;R$ 2,17 ;R$ 0,00 ;R$ 2,17 ;R$ 2,43 ;13
7896224410113;30059090;5999;ALGODAO HIDR.APOLO 25 GR.;HIDROFILO 25 GR APOLO.;7;R$ 13,30 ;R$ 0,00 ;R$ 13,30 ;R$ 1,31 ;128
7896224410120;30059090;6000;ALGODAO HIDR.APOLO 50 GR.;HIDROFILO 50 GR APOLO.;1;R$ 3,20 ;R$ 0,00 ;R$ 3,20 ;R$ 1,82 ;35
7896075707141;82142000;20983;ALICATE P-CUTIC MERHEJE ROSA ACO INOX + ESPAT ;;1;R$ 9,50 ;R$ 0,00 ;R$ 9,50 ;R$ 6,01 ;0
7891142115492;30049099;15725;ALIVIUN ;GOTAS 30ML;7;R$ 224,56 ;R$ 44,94 ;R$ 179,62 ;R$ 24,78 ;11
7891058006716;30049069;7350;ALLEGRA D C/10 COMPR.;D C/10 COMPR.;1;R$ 50,84 ;R$ 10,17 ;R$ 40,67 ;R$ 39,32 ;4
7891058004347;30049069;15875;ALLEGRA PEDIATRICO;60 ML;2;R$ 52,70 ;R$ 10,54 ;R$ 42,16 ;R$ 20,72 ;2
7896658005046;30043939;16019;ALLESTRA 20 ;63 COMP;2;R$ 123,56 ;R$ 24,72 ;R$ 98,84 ;R$ 45,22 ;1
7896658005053;30043939;18524;ALLESTRA 30;0,075+0,0,30mg cx 3bl x 21 drg;1;R$ 61,78 ;R$ 12,36 ;R$ 49,42 ;R$ 45,22 ;1
7898037080460;30049099;9039;ALMEIDA PRADO 46 C/60 COMPRIMIDOS;C/60 COMP.COMPLEXO HOMEOPATICO N.46;1;R$ 27,84 ;R$ 1,84 ;R$ 26,00 ;R$ 21,43 ;4
7899547503913;30049069;18376;ALOPURINOL;300mg cx 30 comp;1;R$ 28,69 ;R$ 14,34 ;R$ 14,35 ;R$ 8,26 ;4
7891317000912;30045050;20920;ALTA D 7000UI 8COMP;7000ui cx 8 comp rev;2;R$ 54,38 ;R$ 10,88 ;R$ 43,50 ;R$ 21,72 ;1
7891106904155;30043939;16143;ANGELIQ;28 COMPRIMIDOS;1;R$ 98,28 ;R$ 19,66 ;R$ 78,62 ;R$ 72,53 ;0
7896181916086;30049042;18082;ANGIPRESS CD;50+12,5mg cx 30 comp;1;R$ 27,34 ;R$ 5,47 ;R$ 21,87 ;R$ 20,89 ;1
7898040321420;30049079;15419;ANNITA 20 MG/ ML SUSPEN��O ORAL;45 ML;1;R$ 32,02 ;R$ 6,40 ;R$ 25,62 ;R$ 25,38 ;2
7898040321512;30049079;15587;ANNITA 500MG 6 COMPRIMIDOS;6 COMPRIMIDOS;1;R$ 76,59 ;R$ 15,32 ;R$ 61,27 ;R$ 60,21 ;2
7896004700502;30045090;5322;APEVITIN BC SOL. 240 ML;BC SOLUCAO 240 ML.;2;R$ 70,80 ;R$ 35,40 ;R$ 35,40 ;R$ 9,30 ;4
7896226101156;30049099;11482;APLAUSE 20 MG C/30 COMP;"""MARJAN""20MG C/30 COMP";1;R$ 95,17 ;R$ 19,03 ;R$ 76,14 ;R$ 73,60 ;0
7891104193087;30044990;9892;APRACUR;6 COMPRIMIDOS;34;R$ 270,98 ;R$ 54,06 ;R$ 216,92 ;R$ 5,56 ;28
7898096577840;30049079;17780;ARFLEX;200mg cx 6 cap ret.;1;R$ 32,62 ;R$ 6,52 ;R$ 26,10 ;R$ 24,50 ;1
7898133136757;30049099;17485;ARLIVRY 7MG/ML; 100ML SABOR MEL;2;R$ 87,20 ;R$ 43,60 ;R$ 43,60 ;R$ 6,48 ;4
7896046300036;30049039;15643;ARTELAC;SOL OFT GTS FR 10ML;1;R$ 17,57 ;R$ 3,51 ;R$ 14,06 ;R$ 12,76 ;1
7898216360598;30049079;15163;ARTRITEC;15MG CX 10 COMP;1;R$ 27,95 ;R$ 13,98 ;R$ 13,97 ;R$ 9,42 ;4
7896658008115;30049099;16054;ARTROSIL 160 MG;10 CAPSULAS;4;R$ 99,72 ;R$ 19,96 ;R$ 79,76 ;R$ 19,04 ;1
7891106001946;30049024;7328;ASPIRINA PREVENT 100 MG 30 COMPR;100 MG PREVENT;6;R$ 102,30 ;R$ 18,75 ;R$ 83,55 ;R$ 12,95 ;1
7896714231198;30049047;18212;ASSEPTCARE;10mg sol top spray fr 50ml;6;R$ 113,88 ;R$ 47,45 ;R$ 66,43 ;R$ 5,52 ;7
7891317412692;30042029;14416;ASTRO;600MG CX 1FA+DIL;2;R$ 74,96 ;R$ 15,00 ;R$ 59,96 ;R$ 26,98 ;0
7891317436148;30042029;15206;ASTRO 900 MG AZITROMICINA 200 MG/5 ML;22,5 ML APOS RECOSTITUI��O;1;R$ 53,38 ;R$ 10,68 ;R$ 42,70 ;R$ 41,76 ;1
7898148290772;30049042;15760;ATENOLOL;25MG;4;R$ 14,28 ;R$ 1,78 ;R$ 12,50 ;R$ 1,43 ;22
7898148290840;30049042;15481;ATENOLOL 50 MG;30 COMPRIMIDOS;4;R$ 100,04 ;R$ 50,00 ;R$ 50,04 ;R$ 4,76 ;27
7897316801154;30044990;1186;ATROPINA 1% COLIRIO 5 ML;1 % 5 ML;1;R$ 9,77 ;R$ 1,95 ;R$ 7,82 ;R$ 7,15 ;1
7897595903273;30049069;992;ATURGYL SPRAY NASAL 15 ML;ADULTO 15 ML (SANOFI);1;R$ 13,25 ;R$ 2,65 ;R$ 10,60 ;R$ 10,06 ;4
7899420502378;30049069;19105;AVAL;320mg cx 30 comp rev;1;R$ 39,00 ;R$ 7,80 ;R$ 31,20 ;R$ 26,52 ;0
7896015518875;30043290;16342;AVAMYS;27,5mg spray nas 120 dos;1;R$ 51,30 ;R$ 10,26 ;R$ 41,04 ;R$ 39,67 ;3
7894916502641;30042029;19052;AZI;500mg cx 5 comp;1;R$ 55,38 ;R$ 11,08 ;R$ 44,30 ;R$ 40,06 ;0
8902220106079;30049079;20744;AZUKON MR 30MG 30 COMP;30mg cx 30 comp;3;R$ 44,58 ;R$ 10,40 ;R$ 34,18 ;R$ 10,53 ;0
7897917000826;30042079;5606;BACINA (NEOM.BACITR) 15GR POMADA;NEOMIC.BACITRAC. BELFAR 15 GR;1;R$ 17,75 ;R$ 8,88 ;R$ 8,87 ;R$ 2,99 ;5
7896004817569;30049024;993;BALSAMO BENGUE POMADA 20 GR.;;1;R$ 15,77 ;R$ 3,15 ;R$ 12,62 ;R$ 11,74 ;3
7891010504755;30051090;14566;BAND-AID TRANSPARENTE;40 UNIDADES;1;R$ 5,29 ;R$ 0,00 ;R$ 5,29 ;R$ 5,69 ;13
7891010504779;30051090;14565;BAND-AID TRANSPARENTE 10 UNID.;10 UNIDADE;26;R$ 51,74 ;R$ 0,00 ;R$ 51,74 ;R$ 3,05 ;166
7897344202084;22042100;17407;BEB.VINHO GALIOTTO ;TINTO SUAVE 1X2 LT;2;R$ 65,10 ;R$ 13,02 ;R$ 52,08 ;R$ 30,91 ;0
7891268402018;30049099;1362;BENALET C/12 PASTILHAS MENTA;MENTA PFIZER;2;R$ 25,50 ;R$ 2,55 ;R$ 22,95 ;R$ 9,94 ;8
7898158693112;30049039;16192;BENATUX;CX 12 PAST SB FRAMB;1;R$ 15,48 ;R$ 7,74 ;R$ 7,74 ;R$ 6,39 ;22
7898158693129;30049039;16193;BENATUX;CX 12 PAST SB MENTA;2;R$ 30,96 ;R$ 15,48 ;R$ 15,48 ;R$ 4,57 ;14
7896094903036;30045090;13346;BENEGRIP;6 COMPRIMIDOS       ;25;R$ 222,75 ;R$ 55,75 ;R$ 167,00 ;R$ 6,68 ;40
7897411611030;30049079;19874;BENICAR ANLO;40+10mg cx 30 comp rev;2;R$ 142,14 ;R$ 28,42 ;R$ 113,72 ;R$ 54,28 ;2
7897411610675;30049079;18779;BENICAR HCT;40+12,5mg cx 30 comp rev;2;R$ 134,96 ;R$ 27,00 ;R$ 107,96 ;R$ 48,15 ;2
7897411610682;30049079;18985;BENICAR HCT;40+25mg cx 30 comp rev;1;R$ 67,48 ;R$ 13,50 ;R$ 53,98 ;R$ 48,15 ;1
7897411611016;30049079;18157;BENICARANLO;20+5mg cx 30 comp rev;2;R$ 125,74 ;R$ 25,14 ;R$ 100,60 ;R$ 48,01 ;1
7896004753218;30049039;20878;BENZIFLEX LIS 125+5MG 15 COMP;125+5mg cx 15 comp rev;1;R$ 26,10 ;R$ 5,22 ;R$ 20,88 ;R$ 9,13 ;2
7891106910248;33049990;20288;BEPANTOL BABY 120G-DEMAIS PROD;;1;R$ 47,25 ;R$ 9,45 ;R$ 37,80 ;R$ 24,99 ;2
7891106907286;33049990;17583;BEPANTOL DERMA CREME 20G;derma creme bg 20g;5;R$ 124,90 ;R$ 5,00 ;R$ 119,90 ;R$ 15,79 ;1
7891106908870;33049910;18828;BEPANTOL LIP CREAM;7,5 ml;2;R$ 49,20 ;R$ 4,92 ;R$ 44,28 ;R$ 15,81 ;0
7795320050011;30043999;4463;BERLISON CREME 30G;CREME 30 GR;1;R$ 28,34 ;R$ 5,67 ;R$ 22,67 ;R$ 21,53 ;0
7896026300247;30049039;1814;BEROTEC GOTAS 20 ML            *;GTS 20 ML NEBULIZACAO;4;R$ 28,48 ;R$ 2,96 ;R$ 25,52 ;R$ 5,52 ;3
7899547504842;30049069;18377;BESILATO DE ANLODIPINO;10mg cx 30 comp;2;R$ 89,10 ;R$ 44,56 ;R$ 44,54 ;R$ 8,41 ;2
7899547504835;30049069;18456;BESILATO DE ANLODIPINO;5 mg cx 30 comp;8;R$ 191,84 ;R$ 92,91 ;R$ 98,93 ;R$ 4,04 ;10
7896658016585;30049069;19051;BETADINE;24mg cx 30 comp;4;R$ 111,32 ;R$ 22,28 ;R$ 89,04 ;R$ 20,59 ;3
7891317103323;30043999;18423;BETATRINTA INJ 1ML SEG;;2;R$ 40,26 ;R$ 8,06 ;R$ 32,20 ;R$ 15,19 ;2
7899095203266;30049077;18969;BETRICORT;creme bg 30g;8;R$ 225,84 ;R$ 112,96 ;R$ 112,88 ;R$ 5,31 ;17
7896658014321;30049037;20188;BIOFENAC;11,6mg/g sol ser tb x 60g;4;R$ 85,20 ;R$ 17,04 ;R$ 68,16 ;R$ 16,17 ;3
7898277712572;21069030;18507;BIOPANTOVIT BOLDO C/60 FLAC 10ML - ART.N;;2;R$ 187,00 ;R$ 93,50 ;R$ 93,50 ;R$ 20,99 ;6
7896094903067;30049099;512;BIOTONICO FONTOURA 400 ML;;1;R$ 27,54 ;R$ 5,51 ;R$ 22,03 ;R$ 21,96 ;4
7898216360352;30043999;14244;BIPROSLAN;1ML AMP+SER;11;R$ 214,72 ;R$ 107,36 ;R$ 107,36 ;R$ 6,81 ;4
7896004810140;30042029;5526;BISMU JET SOL 20ML.;VD C/20 ML.;3;R$ 76,83 ;R$ 30,58 ;R$ 46,25 ;R$ 10,28 ;15
7896788001116;39123119;20941;BOLSA TERM GEL QUENTE FRIO 300ML;;1;R$ 9,60 ;R$ 0,00 ;R$ 9,60 ;R$ 5,77 ;3
7896085111006;40149010;16949;BOLSA TERMOGEL PEQUENA;;1;R$ 7,00 ;R$ 0,00 ;R$ 7,00 ;R$ 5,80 ;3
7895800169193;17049020;19956;BOMB DROPS HALLS EXTRA FORTE 21UN (1-DP);;1;R$ 19,50 ;R$ 3,90 ;R$ 15,60 ;R$ 13,57 ;2
7895800430453;17049020;19958;BOMB DROPS HALLS MELANCIA 21UN (1-DP);;1;R$ 19,50 ;R$ 0,00 ;R$ 19,50 ;R$ 13,01 ;1
7894916510103;30049099;19135;BRASART BCC;160+5mg cx 60 comp rev;1;R$ 101,03 ;R$ 20,21 ;R$ 80,82 ;R$ 65,24 ;0
7894916508346;30049099;20028;BRASART HCT;80+12,5mg cx 30 comp rev;1;R$ 49,44 ;R$ 9,89 ;R$ 39,55 ;R$ 35,76 ;0
7894916512480;30049069;20500;BRASART HCT 160 12,5MG C 90 COMP;;2;R$ 222,06 ;R$ 44,41 ;R$ 177,65 ;R$ 87,21 ;0
7898148299010;30044990;14458;BROMETO DE IPATROPIO;SOL NAS FR 20ML;1;R$ 9,90 ;R$ 4,95 ;R$ 4,95 ;R$ 2,63 ;51
7896714214337;30049099;14791;BROMETO DE IPRATROPIO;0,25MG SOL GTS FR 20ML;1;R$ 13,15 ;R$ 6,58 ;R$ 6,57 ;R$ 3,88 ;17
7896004725437;30049099;18349;BROMETO DE IPRATROPIO;sol inal fr 20ml;2;R$ 27,98 ;R$ 14,00 ;R$ 13,98 ;R$ 3,54 ;0
7898148293995;30049039;14457;BROMIDRATO DE FENOTEROL 5MG/ML;SOLU��O ORAL;1;R$ 4,57 ;R$ 2,28 ;R$ 2,29 ;R$ 3,30 ;27
7898148298587;30049045;15699;BROMOPRIDA;COMP ;2;R$ 45,14 ;R$ 22,56 ;R$ 22,58 ;R$ 5,52 ;47
7898917593486;30049045;20832;BROMOPRIDA GOTAS 20ML;4mg/ml sol or fr gts 20ml;3;R$ 44,94 ;R$ 22,47 ;R$ 22,47 ;R$ 2,51 ;0
7896658002120;30049099;1340;BRONDILAT XAROPE PED. 120 ML   *;PEDIATRICO 120 ML;1;R$ 28,06 ;R$ 5,61 ;R$ 22,45 ;R$ 21,43 ;7
7891058019365;30049099;19390;BUCLINA;25mg cx 30 comp;3;R$ 42,63 ;R$ 8,52 ;R$ 34,11 ;R$ 11,17 ;4
7896472513307;30049029;19084;BUPROVIL;600mg cx 20 comp;1;R$ 19,46 ;R$ 9,73 ;R$ 9,73 ;R$ 6,14 ;0
7896026303002;30049029;18231;BUSCOFEM;400mg cx 10 cap;2;R$ 42,84 ;R$ 8,56 ;R$ 34,28 ;R$ 16,72 ;5
7896026301428;30044990;8559;BUSCOPAN COMPOSTO COMP.REVESTIDO;COMPR REV C/2BL X 10;28;R$ 396,48 ;R$ 76,41 ;R$ 320,07 ;R$ 10,76 ;-20
7795304000056;30044990;1829;BUSCOPAN PLUS C/20;PLUS COMPR C/20;3;R$ 64,89 ;R$ 12,99 ;R$ 51,90 ;R$ 17,43 ;2
7896181915171;30043999;15898;BUSONID 32MCG;6 ML;1;R$ 21,55 ;R$ 4,31 ;R$ 17,24 ;R$ 15,24 ;4
7896181907176;30043999;13705;BUSONID 50MCG AQUOSO NASAL 120 DOSES;50MCG SUSP AQU NASAL X120DS                       ;1;R$ 31,64 ;R$ 6,33 ;R$ 25,31 ;R$ 22,38 ;3
7896676421637;30049099;20994;CABEREDUX 0,5MG 2 COMP;0,5mg cx 2 comp;2;R$ 135,10 ;R$ 27,02 ;R$ 108,08 ;R$ 46,42 ;0
7896261012653;30049099;20001;CALCIUM SANDOZ FF;1750+2263mg cx 10 comp efv;7;R$ 204,12 ;R$ 15,12 ;R$ 189,00 ;R$ 21,17 ;4
7895858017156;30045090;3956;CALMAN C/20 DRAG.;"""POPULAR""";1;R$ 27,78 ;R$ 5,56 ;R$ 22,22 ;R$ 26,24 ;6
7896331706451;30049026;14303;CALOTRAT 5ML;LIQUIDO;1;R$ 25,12 ;R$ 12,56 ;R$ 12,56 ;R$ 9,88 ;9
7897129300059;30045090;460;CAMOMILINA C (20 CAPS);20 CAPS;1;R$ 44,68 ;R$ 8,94 ;R$ 35,74 ;R$ 39,42 ;-1
7896658001116;30049077;1363;CANDICORT CREME DERM. 30 G;;3;R$ 84,24 ;R$ 16,86 ;R$ 67,38 ;R$ 21,68 ;1
7896658001123;30049077;1364;CANDICORT POMADA DERM. 30 G;;1;R$ 28,08 ;R$ 5,62 ;R$ 22,46 ;R$ 21,68 ;-1
7898148290512;30049069;15482;CAPTOPRIL 25 MG ;30 COMPRIMIDOS;3;R$ 18,90 ;R$ 6,30 ;R$ 12,60 ;R$ 1,54 ;30
7891024139325;33061000;17130;CD COLGATE TOTAL 12 70G PROF GENG SAUD;;4;R$ 20,92 ;R$ 0,00 ;R$ 20,92 ;R$ 4,69 ;5
7894916505673;30042052;16209;CECLOR BD 500MG;10 COMPRIMIDOS;2;R$ 144,30 ;R$ 28,86 ;R$ 115,44 ;R$ 52,19 ;0
7896658002205;30044990;1568;CEFALIUM COMPR. C/12;;2;R$ 41,38 ;R$ 8,28 ;R$ 33,10 ;R$ 16,26 ;2
7896658001079;30044990;2704;CEFALIV COMPR. C/12;"""ACHE""";6;R$ 94,14 ;R$ 18,84 ;R$ 75,30 ;R$ 12,34 ;3
7891142115614;30049099;16171;CELESTAMINE XAROPE;120 ML;2;R$ 94,93 ;R$ 18,98 ;R$ 75,95 ;R$ 35,48 ;0
7899095201941;30049069;19100;CELETIL;2+0,25mg/5ml xpe fr 120ml;2;R$ 61,80 ;R$ 30,90 ;R$ 30,90 ;R$ 5,45 ;4
7896004723280;30045090;16044;CENEVIT ZINCO;10 COMPRIMIDOS;4;R$ 59,44 ;R$ 29,72 ;R$ 29,72 ;R$ 5,70 ;3
7891045040679;21069030;15946;CENTRUM;30 COM;1;R$ 57,55 ;R$ 11,51 ;R$ 46,04 ;R$ 39,45 ;0
7891045043083;21069030;18477;CENTRUM MULHER;fr x 30 comp;1;R$ 67,52 ;R$ 13,50 ;R$ 54,02 ;R$ 47,59 ;2
7891058220761;30049039;1628;CEPACAINA PAST. C/12           *;;1;R$ 9,69 ;R$ 0,00 ;R$ 9,69 ;R$ 7,11 ;1
7891058016067;33069000;19226;CEPACOL SOL.FLUOR L500ML P350ML        LP:N;;1;R$ 19,00 ;R$ 3,80 ;R$ 15,20 ;R$ 12,58 ;1
7898940257638;27129000;20668;CERA ORTODONTICA C/5 POWERDENT REF 1111-UNIDADE-;;1;R$ 6,40 ;R$ 0,00 ;R$ 6,40 ;R$ 5,00 ;6
