Cod. Barras;NCM;Codigo;Produto;Apresentacao;Quantidade;Total Bruto;Desconto;Total Liquido;Ulti. Compra;Saldo Atual
7891721008405;30049037;16071;ALGINAC;1+50+50+50MG CX 30 COMP;1;R$ 51,72 ;R$ 10,34 ;R$ 41,38 ;R$ 36,31 ;0
7891721013010;30049037;16294;ALGINAC;1+50+50+50MG CX 15 COMP;6;R$ 154,62 ;R$ 30,90 ;R$ 123,72 ;R$ 19,67 ;6
7891721023965;30049037;19806;ALGINAC RETARD;1+100+100+100mg cx 10 com rev;1;R$ 50,72 ;R$ 10,14 ;R$ 40,58 ;R$ 39,04 ;0
7891800002829;30059019;17478;ALGODAO 50G CREMER CX 80UN;;4;R$ 91,80 ;R$ 4,59 ;R$ 87,21 ;R$ 23,99 ;16
7896224410113;30059090;5999;ALGODAO HIDR.APOLO 25 GR.;HIDROFILO 25 GR APOLO.;4;R$ 7,60 ;R$ 0,00 ;R$ 7,60 ;R$ 1,31 ;128
7891142115492;30049099;15725;ALIVIUN ;GOTAS 30ML;7;R$ 224,56 ;R$ 44,94 ;R$ 179,62 ;R$ 24,78 ;11
7891058004347;30049069;15875;ALLEGRA PEDIATRICO;60 ML;2;R$ 52,70 ;R$ 10,54 ;R$ 42,16 ;R$ 20,72 ;2
7896658005046;30043939;16019;ALLESTRA 20 ;63 COMP;1;R$ 61,78 ;R$ 12,36 ;R$ 49,42 ;R$ 45,22 ;1
7896658005053;30043939;18524;ALLESTRA 30;0,075+0,0,30mg cx 3bl x 21 drg;1;R$ 61,78 ;R$ 12,36 ;R$ 49,42 ;R$ 45,22 ;1
7898037080460;30049099;9039;ALMEIDA PRADO 46 C/60 COMPRIMIDOS;C/60 COMP.COMPLEXO HOMEOPATICO N.46;3;R$ 83,52 ;R$ 16,71 ;R$ 66,81 ;R$ 21,43 ;4
7896181916062;30049042;17216;ANGIPRESS CD;25+12mg cx 30 comp;1;R$ 17,65 ;R$ 3,53 ;R$ 14,12 ;R$ 13,49 ;7
7896181916086;30049042;18082;ANGIPRESS CD;50+12,5mg cx 30 comp;2;R$ 54,68 ;R$ 10,94 ;R$ 43,74 ;R$ 20,89 ;1
7896020160052;33072090;16986;ANTISEP PO TENYS PE BARUEL 100G ORIGINAL;;1;R$ 6,50 ;R$ 0,00 ;R$ 6,50 ;R$ 6,74 ;4
7896658001789;30049099;8020;ANTUX XAROPE 120 ML.;XAROPE 120 ML. 0,6%;1;R$ 31,10 ;R$ 6,22 ;R$ 24,88 ;R$ 23,61 ;3
7702018001071;82121020;16413;APAR GILLET MACH3 REG;C/ 1;1;R$ 10,00 ;R$ 0,00 ;R$ 10,00 ;R$ 14,98 ;8
7896004700502;30045090;5322;APEVITIN BC SOL. 240 ML;BC SOLUCAO 240 ML.;2;R$ 70,80 ;R$ 35,40 ;R$ 35,40 ;R$ 9,30 ;4
7891104193087;30044990;9892;APRACUR;6 COMPRIMIDOS;3;R$ 23,91 ;R$ 5,97 ;R$ 17,94 ;R$ 5,56 ;28
7896755400034;9101100;16681;ARDRAK CRIST. DE GENG. LIMAO  SAL PT 12G;;1;R$ 5,00 ;R$ 0,00 ;R$ 5,00 ;R$ 6,39 ;28
7898133136757;30049099;17485;ARLIVRY 7MG/ML; 100ML SABOR MEL;1;R$ 43,60 ;R$ 21,80 ;R$ 21,80 ;R$ 6,48 ;4
7894916502962;30066000;13343;ARTEMIDIS 35 C/21 COMP.R;0,035MG+2MG 1BL X 21 COMP                         ;1;R$ 15,48 ;R$ 3,10 ;R$ 12,38 ;R$ 11,69 ;0
7896658008115;30049099;16054;ARTROSIL 160 MG;10 CAPSULAS;2;R$ 49,86 ;R$ 9,98 ;R$ 39,88 ;R$ 19,04 ;1
7891106001946;30049024;7328;ASPIRINA PREVENT 100 MG 30 COMPR;100 MG PREVENT;1;R$ 17,05 ;R$ 1,70 ;R$ 15,35 ;R$ 12,95 ;1
7896714231198;30049047;18212;ASSEPTCARE;10mg sol top spray fr 50ml;4;R$ 75,92 ;R$ 37,96 ;R$ 37,96 ;R$ 5,52 ;7
7891317412708;30042029;12339;ASTRO 500 MG.C/3 COMPR.;500 MG.C/3 COMPR.;1;R$ 16,81 ;R$ 3,36 ;R$ 13,45 ;R$ 11,43 ;1
7898148290772;30049042;15760;ATENOLOL;25MG;5;R$ 17,85 ;R$ 0,00 ;R$ 17,85 ;R$ 1,43 ;22
7896181900122;30049042;21074;ATENOLOL 25MG 30 COMP BIOS.;25mg cx 30 comp;1;R$ 13,70 ;R$ 6,85 ;R$ 6,85 ;R$ 5,19 ;0
7898148290840;30049042;15481;ATENOLOL 50 MG;30 COMPRIMIDOS;5;R$ 125,05 ;R$ 62,50 ;R$ 62,55 ;R$ 4,76 ;27
7896026300216;30044990;1811;ATROVENTE GOTAS 20 ML          *;GTS 20 ML NEBULIZACAO;1;R$ 21,68 ;R$ 4,34 ;R$ 17,34 ;R$ 16,96 ;7
7899420502378;30049069;19105;AVAL;320mg cx 30 comp rev;1;R$ 39,00 ;R$ 7,80 ;R$ 31,20 ;R$ 26,52 ;0
8903855076034;30049079;21044;AZUKON MR 60COMP;6x10 tab;1;R$ 26,06 ;R$ 5,21 ;R$ 20,85 ;R$ 19,68 ;1
7896006228530;38220090;21060;BABY SURE TESTE GRAVIDEZ;baby sure teste gravidez x1;1;R$ 14,50 ;R$ 0,00 ;R$ 14,50 ;R$ 1,99 ;0
7896004817576;30049024;994;BALSAMO BENGUE GEL 20 G      (R);INCOLOR NAO GORDUROSO.;1;R$ 15,26 ;R$ 3,05 ;R$ 12,21 ;R$ 11,36 ;2
7896004817569;30049024;993;BALSAMO BENGUE POMADA 20 GR.;;1;R$ 15,77 ;R$ 3,15 ;R$ 12,62 ;R$ 11,74 ;3
7891010504755;30051090;14566;BAND-AID TRANSPARENTE;40 UNIDADES;3;R$ 15,87 ;R$ 0,00 ;R$ 15,87 ;R$ 5,69 ;13
7891010504779;30051090;14565;BAND-AID TRANSPARENTE 10 UNID.;10 UNIDADE;15;R$ 29,85 ;R$ 0,00 ;R$ 29,85 ;R$ 3,05 ;166
7897344202084;22042100;17407;BEB.VINHO GALIOTTO ;TINTO SUAVE 1X2 LT;2;R$ 65,10 ;R$ 32,56 ;R$ 32,54 ;R$ 30,91 ;0
7891268402025;30049099;3472;BENALET C/12 PASTILHAS MEL-LIMAO;MEL LIMAO PFIZER;1;R$ 12,76 ;R$ 2,55 ;R$ 10,21 ;R$ 9,94 ;5
7891268402018;30049099;1362;BENALET C/12 PASTILHAS MENTA;MENTA PFIZER;1;R$ 12,76 ;R$ 0,00 ;R$ 12,76 ;R$ 9,94 ;8
7898158693129;30049039;16193;BENATUX;CX 12 PAST SB MENTA;8;R$ 123,84 ;R$ 57,28 ;R$ 66,56 ;R$ 4,57 ;14
7896094903036;30045090;13346;BENEGRIP;6 COMPRIMIDOS       ;51;R$ 454,41 ;R$ 150,32 ;R$ 304,09 ;R$ 6,68 ;40
7897411610606;30049079;17759;BENICAR;20mg cx 30 comp;2;R$ 107,50 ;R$ 16,13 ;R$ 91,37 ;R$ 40,37 ;1
7897411611030;30049079;19874;BENICAR ANLO;40+10mg cx 30 comp rev;3;R$ 213,21 ;R$ 42,63 ;R$ 170,58 ;R$ 54,28 ;2
7897411610675;30049079;18779;BENICAR HCT;40+12,5mg cx 30 comp rev;4;R$ 269,92 ;R$ 54,00 ;R$ 215,92 ;R$ 48,15 ;2
7897411610682;30049079;18985;BENICAR HCT;40+25mg cx 30 comp rev;1;R$ 67,48 ;R$ 13,50 ;R$ 53,98 ;R$ 48,15 ;1
7896004753218;30049039;20878;BENZIFLEX LIS 125+5MG 15 COMP;125+5mg cx 15 comp rev;1;R$ 26,10 ;R$ 5,22 ;R$ 20,88 ;R$ 9,13 ;2
7898014560077;30049021;18014;BENZODERM;sabonete 60g;1;R$ 13,78 ;R$ 0,00 ;R$ 13,78 ;R$ 4,98 ;-1
7891106908214;33049990;17798;BEPANTOL BABY BIS 30G;;2;R$ 40,00 ;R$ 9,00 ;R$ 31,00 ;R$ 11,02 ;0
7891106907286;33049990;17583;BEPANTOL DERMA CREME 20G;derma creme bg 20g;4;R$ 99,92 ;R$ 10,00 ;R$ 89,92 ;R$ 15,79 ;1
7891106908870;33049910;18828;BEPANTOL LIP CREAM;7,5 ml;4;R$ 98,40 ;R$ 0,00 ;R$ 98,40 ;R$ 15,81 ;0
7896026302784;30049039;18299;BEROTEC;2mg sol aer tb 10ml+bocal;1;R$ 24,03 ;R$ 4,81 ;R$ 19,22 ;R$ 18,65 ;2
7896026300247;30049039;1814;BEROTEC GOTAS 20 ML            *;GTS 20 ML NEBULIZACAO;2;R$ 14,24 ;R$ 2,13 ;R$ 12,11 ;R$ 5,52 ;3
7896026171182;30049037;4507;BESEROL COMPR. C/12;CX C/12;5;R$ 94,30 ;R$ 18,85 ;R$ 75,45 ;R$ 13,16 ;1
7899547504835;30049069;18456;BESILATO DE ANLODIPINO;5 mg cx 30 comp;1;R$ 23,98 ;R$ 11,99 ;R$ 11,99 ;R$ 4,04 ;10
7896658016585;30049069;19051;BETADINE;24mg cx 30 comp;1;R$ 27,83 ;R$ 5,57 ;R$ 22,26 ;R$ 20,59 ;3
7891317103323;30043999;18423;BETATRINTA INJ 1ML SEG;;2;R$ 40,26 ;R$ 8,06 ;R$ 32,20 ;R$ 15,19 ;2
7899095203266;30049077;18969;BETRICORT;creme bg 30g;5;R$ 141,15 ;R$ 70,60 ;R$ 70,55 ;R$ 5,31 ;17
7896902206465;30049099;19398;BICARBONATO DE SODIO MEDIC 80G-FARMAX;;2;R$ 4,00 ;R$ 0,00 ;R$ 4,00 ;R$ 1,66 ;15
7898277712718;21069030;18282;BIO PANTOVIT BOLDO 150 ML ART;;2;R$ 2,00 ;R$ 0,00 ;R$ 2,00 ;R$ 6,91 ;9
7896658014321;30049037;20188;BIOFENAC;11,6mg/g sol ser tb x 60g;2;R$ 42,60 ;R$ 8,52 ;R$ 34,08 ;R$ 16,17 ;3
7896676410372;30049079;12159;BIOFLAC 15 MG.C/10 COMPR.;15MG CX C/10 CPR                                  ;1;R$ 47,97 ;R$ 9,59 ;R$ 38,38 ;R$ 32,62 ;1
7898277712572;21069030;18507;BIOPANTOVIT BOLDO C/60 FLAC 10ML - ART.N;;1;R$ 93,50 ;R$ 46,75 ;R$ 46,75 ;R$ 20,99 ;6
7896094903067;30049099;512;BIOTONICO FONTOURA 400 ML;;1;R$ 27,54 ;R$ 5,51 ;R$ 22,03 ;R$ 21,96 ;4
7898216360352;30043999;14244;BIPROSLAN;1ML AMP+SER;2;R$ 39,04 ;R$ 19,52 ;R$ 19,52 ;R$ 6,81 ;4
7896004810140;30042029;5526;BISMU JET SOL 20ML.;VD C/20 ML.;2;R$ 52,18 ;R$ 26,08 ;R$ 26,10 ;R$ 10,28 ;15
7896788001123;39123119;17509;BOLSA TERM GEL ;QUENTE/FRIO 600ML;1;R$ 11,32 ;R$ 0,00 ;R$ 11,32 ;R$ 11,98 ;8
7891008209013;18069000;19822;BOMB BOMBOM GAROTO SORTIDO 300G (1-UN);;3;R$ 24,69 ;R$ 12,33 ;R$ 12,36 ;R$ 7,99 ;0
7896544925455;90189092;20766;BRAC.AD.EXTRA GRANDE F.METAL NYLON S/MANGUITO BM-U;;1;R$ 60,00 ;R$ 30,00 ;R$ 30,00 ;R$ 40,00 ;0
11108;90189092;21048;BRAC.AD.EXTRA GRANDE VELCRON BM--;;1;R$ 60,00 ;R$ 30,00 ;R$ 30,00 ;R$ 40,00 ;0
7898301056597;90189092;20117;BRAC.AD.F.METAL BRIM/NYLON C/MANGUITO-;;1;R$ 50,00 ;R$ 25,00 ;R$ 25,00 ;R$ 35,00 ;0
633656354654;90189092;17771;BRAC.EXTRA GRANDE NYLON C/MANGUITO BM-;;1;R$ 34,25 ;R$ 17,12 ;R$ 17,13 ;R$ 34,25 ;0
7894916512480;30049069;20500;BRASART HCT 160 12,5MG C 90 COMP;;2;R$ 234,31 ;R$ 46,86 ;R$ 187,45 ;R$ 87,21 ;0
7898148299010;30044990;14458;BROMETO DE IPATROPIO;SOL NAS FR 20ML;5;R$ 49,50 ;R$ 9,90 ;R$ 39,60 ;R$ 2,63 ;51
7898148293995;30049039;14457;BROMIDRATO DE FENOTEROL 5MG/ML;SOLU��O ORAL;2;R$ 9,14 ;R$ 2,28 ;R$ 6,86 ;R$ 3,30 ;27
7898148298587;30049045;15699;BROMOPRIDA;COMP ;2;R$ 45,14 ;R$ 22,56 ;R$ 22,58 ;R$ 5,52 ;47
7898917593486;30049045;20832;BROMOPRIDA GOTAS 20ML;4mg/ml sol or fr gts 20ml;2;R$ 29,96 ;R$ 14,98 ;R$ 14,98 ;R$ 2,51 ;0
7891058019365;30049099;19390;BUCLINA;25mg cx 30 comp;2;R$ 28,42 ;R$ 5,68 ;R$ 22,74 ;R$ 11,17 ;4
7896472513284;30049029;18485;BUPROVIL;300mg cx 20 comp;1;R$ 14,84 ;R$ 7,42 ;R$ 7,42 ;R$ 3,39 ;3
7896026303002;30049029;18231;BUSCOFEM;400mg cx 10 cap;4;R$ 85,68 ;R$ 17,12 ;R$ 68,56 ;R$ 16,72 ;5
7896026301428;30044990;8559;BUSCOPAN COMPOSTO COMP.REVESTIDO;COMPR REV C/2BL X 10;16;R$ 226,56 ;R$ 45,28 ;R$ 181,28 ;R$ 10,76 ;-20
7795304000056;30044990;1829;BUSCOPAN PLUS C/20;PLUS COMPR C/20;1;R$ 21,63 ;R$ 4,33 ;R$ 17,30 ;R$ 17,43 ;2
7896181915171;30043999;15898;BUSONID 32MCG;6 ML;3;R$ 64,65 ;R$ 12,93 ;R$ 51,72 ;R$ 15,24 ;4
7896181915188;30043999;16195;BUSONID 64 MCG;6ML;2;R$ 86,16 ;R$ 17,24 ;R$ 68,92 ;R$ 33,05 ;2
7895858017156;30045090;3956;CALMAN C/20 DRAG.;"""POPULAR""";1;R$ 27,78 ;R$ 5,56 ;R$ 22,22 ;R$ 26,24 ;6
7895858017149;30045090;3957;CALMAN LIQUIDO 100 ML;POPULAR;1;R$ 30,55 ;R$ 6,11 ;R$ 24,44 ;R$ 26,52 ;4
7897129300059;30045090;460;CAMOMILINA C (20 CAPS);20 CAPS;2;R$ 89,36 ;R$ 17,88 ;R$ 71,48 ;R$ 39,42 ;-1
7896658001123;30049077;1364;CANDICORT POMADA DERM. 30 G;;1;R$ 28,08 ;R$ 5,62 ;R$ 22,46 ;R$ 21,68 ;-1
7896112116660;30049069;15307;CAPTOPRIL 25 MG;30 COMPRIMIDOS;3;R$ 25,29 ;R$ 4,21 ;R$ 21,08 ;R$ 1,02 ;1
7899470804149;30049099;21042;CARDOMARIN 254MG 2BLX10 CAPS ;;1;R$ 73,60 ;R$ 36,80 ;R$ 36,80 ;R$ 20,83 ;0
7896004743691;30049099;20858;CARVEDILOL 6,25MG 60COMP;6,25mg 4bl x 15 comp;2;R$ 132,46 ;R$ 46,36 ;R$ 86,10 ;R$ 15,57 ;1
7891024123560;33061000;17642;CD COLGATE SENSIT ;50G PRO ALIVIO;1;R$ 10,71 ;R$ 0,00 ;R$ 10,71 ;R$ 7,06 ;7
7896658002205;30044990;1568;CEFALIUM COMPR. C/12;;3;R$ 62,07 ;R$ 12,42 ;R$ 49,65 ;R$ 16,26 ;2
7896658001079;30044990;2704;CEFALIV COMPR. C/12;"""ACHE""";4;R$ 62,76 ;R$ 12,56 ;R$ 50,20 ;R$ 12,34 ;3
7896006240990;30049099;11825;CELESTRAT C/15 COMPR.;C/15 COMPR.;1;R$ 14,40 ;R$ 7,20 ;R$ 7,20 ;R$ 4,27 ;16
7899095201941;30049069;19100;CELETIL;2+0,25mg/5ml xpe fr 120ml;1;R$ 30,90 ;R$ 15,45 ;R$ 15,45 ;R$ 5,45 ;4
7897572006119;30066000;17910;CERAZETTE;75mcg cx 3bl x 28 comp;1;R$ 98,76 ;R$ 19,75 ;R$ 79,01 ;R$ 77,27 ;4
7896548140284;30049099;2161;CERUMIN SOL. OTOL. 8 ML;OTOLOGICO 8 ML;2;R$ 25,36 ;R$ 5,08 ;R$ 20,28 ;R$ 10,24 ;3
7898216361816;30049077;20805;CETOCONAZOL 200MG 30 COMP;200mg cx 30 comp;1;R$ 75,09 ;R$ 37,54 ;R$ 37,55 ;R$ 8,23 ;0
7896112136385;30049029;16511;CETOPROFENO;20mg sol or fr gts 20ml;7;R$ 116,90 ;R$ 58,45 ;R$ 58,45 ;R$ 3,16 ;7
7897595900708;30045090;2111;CEWIN GOTAS 20 ML              *;GTS 20 ML;1;R$ 12,89 ;R$ 2,58 ;R$ 10,31 ;R$ 10,27 ;5
7896699022484;39269040;20927;CHUP BORB SILIC ORTO T2 RS ;;1;R$ 8,30 ;R$ 0,00 ;R$ 8,30 ;R$ 5,53 ;2
7896382703973;30049099;11761;CIALIS 20 MG.C/4 COMPR.;20 MG.C/4 COMPR.;1;R$ 219,01 ;R$ 43,80 ;R$ 175,21 ;R$ 152,41 ;0
7896006234067;30043939;16191;CICLO 21;0,15+0,03MG CX 21 COMP;14;R$ 102,34 ;R$ 20,44 ;R$ 81,90 ;R$ 3,86 ;34
7896004727240;30049099;20807;CICLOPIROX OLAMINA SOL 15ML;10mg sol top fr 15ml;1;R$ 22,89 ;R$ 11,44 ;R$ 11,45 ;R$ 5,93 ;0
7896523200569;30039055;17990;CIMEGRIPE;400+4+4mg cx 100 cap;3;R$ 296,31 ;R$ 192,60 ;R$ 103,71 ;R$ 12,49 ;21
7896523206110;30039049;8912;CIMELIDE C/12 COMPR.(NIMESULIDA);NIMESULIDA CIMED;39;R$ 617,37 ;R$ 303,33 ;R$ 314,04 ;R$ 2,52 ;71
7891721020506;30045030;16350;CITONEURIN;5000mg  sol inj  x 3 amp x 1ml;2;R$ 28,28 ;R$ 5,66 ;R$ 22,62 ;R$ 10,40 ;7
7891721028335;30045030;19413;CITONEURIN 5000MCG DRG 1X20-REFERENCIA;;2;R$ 105,48 ;R$ 21,10 ;R$ 84,38 ;R$ 38,16 ;1
7896714226705;30049067;16367;CITRATO DE SILDENAFILA;50mg cx 4 comp;39;R$ 920,40 ;R$ 259,60 ;R$ 660,80 ;R$ 3,32 ;48
7897595618603;30049079;17057;CITRATO DE SILDENAFILA;50mg cx 2 comp;9;R$ 291,24 ;R$ 145,62 ;R$ 145,62 ;R$ 5,37 ;14
7891106905909;30043939;17355;CLIMENE;2mg+1mg cx 21 drg;1;R$ 29,24 ;R$ 5,85 ;R$ 23,39 ;R$ 21,22 ;1
7896658011924;30049079;19020;CLOPIN;75mg cx 30 comp rev;2;R$ 145,12 ;R$ 29,02 ;R$ 116,10 ;R$ 34,32 ;1
7898016410530;28273110;20797;CLORETO DE MAGNESIO 33G ;;2;R$ 13,60 ;R$ 0,00 ;R$ 13,60 ;R$ 4,50 ;10
7898374654256;21069030;20582;CLORETO MAGNESIO P A 500MG C/60 CAPS - LAHAS;;1;R$ 1,00 ;R$ 0,00 ;R$ 1,00 ;R$ 16,18 ;4
7898374654249;21069030;19464;CLORETO MAGNESIO P.A 33G LAHAS;;1;R$ 5,50 ;R$ 0,00 ;R$ 5,50 ;R$ 4,13 ;10
7899095202252;30049039;17115;CLORIDRATO DE AMBROXOL;30mg+5ml xpe fr 120ml adu;1;R$ 24,49 ;R$ 12,24 ;R$ 12,25 ;R$ 5,48 ;14
7896004730196;30049099;18099;CLORIDRATO DE CICLOBENZAPRINA;10mg cx 15 comp rev;1;R$ 15,73 ;R$ 7,86 ;R$ 7,87 ;R$ 4,57 ;2
7896181901150;30049069;20939;CLORIDRATO DE CICLOBENZAPRINA 5MG 15 COMP;5mg cx 15 comp rev;3;R$ 38,28 ;R$ 11,48 ;R$ 26,80 ;R$ 5,14 ;0
7896112119609;30049062;17335;CLORIDRATO DE CIMETIDINA;200mg cx 20 comp;1;R$ 21,69 ;R$ 10,84 ;R$ 10,85 ;R$ 3,23 ;6
7896862990107;30049067;19653;CLORIDRATO DE HIDROXIZINA;2mg/ml sol or fr 100ml+ser dos;1;R$ 24,44 ;R$ 12,22 ;R$ 12,22 ;R$ 6,36 ;0
7898148291298;30049049;15736;CLORIDRATO DE METFORMINA;30 COM;5;R$ 25,25 ;R$ 0,00 ;R$ 25,25 ;R$ 3,48 ;20
